Input Name	PubChem Name	CID	Molecular Formula	Molecular Weight	SMILES_code	SMILES_connectivity	Status	Notes	Name	Type	ID	Mol_Weight	LogP	sID
ivermectin	(1R,4S,5'S,6R,6'R,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one	6321424.0	C48H74O14	875.1	CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C	CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C	Found in Compounds							
ivosidenib	(2S)-N-[(1S)-1-(2-chlorophenyl)-2-[(3,3-difluorocyclobutyl)amino]-2-oxoethyl]-1-(4-cyano-2-pyridinyl)-N-(5-fluoro-3-pyridinyl)-5-oxopyrrolidine-2-carboxamide	71657455.0	C28H22ClF3N6O3	583.0	C1CC(=O)N([C@@H]1C(=O)N(C2=CC(=CN=C2)F)[C@@H](C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N	C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N	Found in Compounds							
ixabepilone	(1S,3S,7S,10R,11S,12S,16R)-7,11-dihydroxy-8,8,10,12,16-pentamethyl-3-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-17-oxa-4-azabicyclo[14.1.0]heptadecane-5,9-dione	6445540.0	C27H42N2O5S	506.7	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C	CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C	Found in Compounds							
kanamycin	(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol	6032.0	C18H36N4O11	484.5	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	Found in Compounds							
ketamine	2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one	3821.0	C13H16ClNO	237.72	CNC1(CCCCC1=O)C2=CC=CC=C2Cl	CNC1(CCCCC1=O)C2=CC=CC=C2Cl	Found in Compounds							
ketanserin	3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1H-quinazoline-2,4-dione	3822.0	C22H22FN3O3	395.4	C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O	C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O	Found in Compounds							
ketoconazole	1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone	47576.0	C26H28Cl2N4O4	531.4	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	Found in Compounds							
ketoprofen	2-(3-benzoylphenyl)propanoic acid	3825.0	C16H14O3	254.28	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	Found in Compounds							
ketorolac	5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid	3826.0	C15H13NO3	255.27	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O	Found in Compounds							
l-arginine	(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid	6322.0	C6H14N4O2	174.2	C(C[C@@H](C(=O)O)N)CN=C(N)N	C(CC(C(=O)O)N)CN=C(N)N	Found in Compounds							
l-asparagine	(2S)-2,4-diamino-4-oxobutanoic acid	6267.0	C4H8N2O3	132.12	C([C@@H](C(=O)O)N)C(=O)N	C(C(C(=O)O)N)C(=O)N	Found in Compounds							
l-methionine	(2S)-2-amino-4-methylsulfanylbutanoic acid	6137.0	C5H11NO2S	149.21	CSCC[C@@H](C(=O)O)N	CSCCC(C(=O)O)N	Found in Compounds							
l-methylfolate	(2S)-2-[[4-[[(6S)-2-amino-5-methyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl]methylamino]benzoyl]amino]pentanedioic acid	135398561.0	C20H25N7O6	459.5	CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	Found in Compounds							
l-ornithine	(2S)-2,5-diaminopentanoic acid	6262.0	C5H12N2O2	132.16	C(C[C@@H](C(=O)O)N)CN	C(CC(C(=O)O)N)CN	Found in Compounds							
l-phenylalanine	(2S)-2-amino-3-phenylpropanoic acid	6140.0	C9H11NO2	165.19	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	C1=CC=C(C=C1)CC(C(=O)O)N	Found in Compounds							
l-tryptophan	(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid	6305.0	C11H12N2O2	204.22	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	Found in Compounds							
labetalol	2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide	3869.0	C19H24N2O3	328.4	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O	Found in Compounds							
lacidipine	diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate	5311217.0	C26H33NO6	455.5	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C	Found in Compounds							
lacosamide	(2R)-2-acetamido-N-benzyl-3-methoxypropanamide	219078.0	C13H18N2O3	250.29	CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1	CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1	Found in Compounds							
lamivudine	4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one	60825.0	C8H11N3O3S	229.26	C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N	C1C(OC(S1)CO)N2C=CC(=NC2=O)N	Found in Compounds							
							Not Found		lamivudine / abacavir	Unknown				
lamotrigine	6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine	3878.0	C9H7Cl2N5	256.09	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N	Found in Compounds							
lansoprazole	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methylsulfinyl]-1H-benzimidazole	3883.0	C16H14F3N3O2S	369.4	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	Found in Compounds							
lapatinib	N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine	208908.0	C29H26ClFN4O4S	581.1	CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl	CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl	Found in Compounds							
laropiprant	2-[(3R)-4-[(4-chlorophenyl)methyl]-7-fluoro-5-methylsulfonyl-2,3-dihydro-1H-cyclopenta[b]indol-3-yl]acetic acid	9867642.0	C21H19ClFNO4S	435.9	CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F	CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CCC3CC(=O)O)CC4=CC=C(C=C4)Cl)F	Found in Compounds							
larotrectinib	(3S)-N-[5-[(2R)-2-(2,5-difluorophenyl)pyrrolidin-1-yl]pyrazolo[1,5-a]pyrimidin-3-yl]-3-hydroxypyrrolidine-1-carboxamide	46188928.0	C21H22F2N6O2	428.4	C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F	C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F	Found in Compounds							
latanoprost	propan-2-yl (Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(3R)-3-hydroxy-5-phenylpentyl]cyclopentyl]hept-5-enoate	5311221.0	C26H40O5	432.6	CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O	CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O	Found in Compounds							
latonduine a	12-amino-3,4-dibromo-5,8,11,13-tetrazatricyclo[8.4.0.02,6]tetradeca-1(14),2(6),3,10,12-pentaen-7-one	11440210.0	C10H7Br2N5O	373.0	C1C2=NC(=NC=C2C3=C(C(=O)N1)NC(=C3Br)Br)N	C1C2=NC(=NC=C2C3=C(C(=O)N1)NC(=C3Br)Br)N	Found in Compounds							
lazertinib	N-[5-[[4-[4-[(dimethylamino)methyl]-3-phenylpyrazol-1-yl]pyrimidin-2-yl]amino]-4-methoxy-2-morpholin-4-ylphenyl]prop-2-enamide	121269225.0	C30H34N8O3	554.6	CN(C)CC1=CN(N=C1C2=CC=CC=C2)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N5CCOCC5)OC	CN(C)CC1=CN(N=C1C2=CC=CC=C2)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N5CCOCC5)OC	Found in Compounds							
							Found in Substances (No Structure)		lecanemab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	336908600
ledipasvir	methyl N-[(2S)-1-[(6S)-6-[5-[9,9-difluoro-7-[2-[(1R,3S,4S)-2-[(2S)-2-(methoxycarbonylamino)-3-methylbutanoyl]-2-azabicyclo[2.2.1]heptan-3-yl]-3H-benzimidazol-5-yl]fluoren-2-yl]-1H-imidazol-2-yl]-5-azaspiro[2.4]heptan-5-yl]-3-methyl-1-oxobutan-2-yl]carbamate	67505836.0	C49H54F2N8O6	889.0	CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC	CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	Found in Compounds							
ledipasvir / sofosbuvir	methyl N-[(2S)-1-[(6S)-6-[5-[9,9-difluoro-7-[2-[(1R,3S,4S)-2-[(2S)-2-(methoxycarbonylamino)-3-methylbutanoyl]-2-azabicyclo[2.2.1]heptan-3-yl]-3H-benzimidazol-5-yl]fluoren-2-yl]-1H-imidazol-2-yl]-5-azaspiro[2.4]heptan-5-yl]-3-methyl-1-oxobutan-2-yl]carbamate;propan-2-yl (2S)-2-[[[(2R,3R,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate	72734365.0	C71H83F3N11O15P	1418.4	C[C@@H](C(=O)OC(C)C)N[P@@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3.CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC	CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC.CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	Found in Compounds							
leflunomide	5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide	3899.0	C12H9F3N2O2	270.21	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F	Found in Compounds							
lenalidomide	3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione	216326.0	C13H13N3O3	259.26	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N	Found in Compounds							
leniolisib	1-[(3S)-3-[[6-[6-methoxy-5-(trifluoromethyl)-3-pyridinyl]-7,8-dihydro-5H-pyrido[4,3-d]pyrimidin-4-yl]amino]pyrrolidin-1-yl]propan-1-one	57495353.0	C21H25F3N6O2	450.5	CCC(=O)N1CC[C@@H](C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F	CCC(=O)N1CCC(C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F	Found in Compounds							
lenvatinib	4-[3-chloro-4-(cyclopropylcarbamoylamino)phenoxy]-7-methoxyquinoline-6-carboxamide	9823820.0	C21H19ClN4O4	426.9	COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl	COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl	Found in Compounds							
lesinurad	2-[[5-bromo-4-(4-cyclopropylnaphthalen-1-yl)-1,2,4-triazol-3-yl]sulfanyl]acetic acid	53465279.0	C17H14BrN3O2S	404.3	C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O	C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O	Found in Compounds							
letermovir	2-[(4S)-8-fluoro-2-[4-(3-methoxyphenyl)piperazin-1-yl]-3-[2-methoxy-5-(trifluoromethyl)phenyl]-4H-quinazolin-4-yl]acetic acid	45138674.0	C29H28F4N4O4	572.5	COC1=C(C=C(C=C1)C(F)(F)F)N2[C@H](C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O	COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O	Found in Compounds							
letrozole	4-[(4-cyanophenyl)-(1,2,4-triazol-1-yl)methyl]benzonitrile	3902.0	C17H11N5	285.3	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3	C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3	Found in Compounds							
leucovorin	(2S)-2-[[4-[(2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid	135403648.0	C20H23N7O7	473.4	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	Found in Compounds							
							Found in Substances (No Structure)		leukotriene receptor antagonists	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	85286124
levacetylleucine	(2S)-2-acetamido-4-methylpentanoic acid	70912.0	C8H15NO3	173.21	CC(C)C[C@@H](C(=O)O)NC(=O)C	CC(C)CC(C(=O)O)NC(=O)C	Found in Compounds							
levamisole	(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole	26879.0	C11H12N2S	204.29	C1CSC2=N[C@H](CN21)C3=CC=CC=C3	C1CSC2=NC(CN21)C3=CC=CC=C3	Found in Compounds							
levetiracetam	(2S)-2-(2-oxopyrrolidin-1-yl)butanamide	5284583.0	C8H14N2O2	170.21	CC[C@@H](C(=O)N)N1CCCC1=O	CCC(C(=O)N)N1CCCC1=O	Found in Compounds							
levodopa	(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid	6047.0	C9H11NO4	197.19	C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	Found in Compounds							
levofloxacin	(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid	149096.0	C18H20FN3O4	361.4	C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O	Found in Compounds							
levomepromazine	(2R)-3-(2-methoxyphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine	72287.0	C19H24N2OS	328.5	C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C	CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C	Found in Compounds							
levomethadone	(6R)-6-(dimethylamino)-4,4-diphenylheptan-3-one	22267.0	C21H27NO	309.4	CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	Found in Compounds							
levomethadyl acetate	[(3S,6S)-6-(dimethylamino)-4,4-diphenylheptan-3-yl] acetate	15130.0	C23H31NO2	353.5	CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C	CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C	Found in Compounds							
levomilnacipran	cis-(1S,2R)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide	6917779.0	C15H22N2O	246.35	CCN(CC)C(=O)[C@]1(C[C@H]1CN)C2=CC=CC=C2	CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2	Found in Compounds							
levonorgestrel	(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	13109.0	C21H28O2	312.4	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	Found in Compounds							
levothyroxine	(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid	5819.0	C15H11I4NO4	776.87	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N	Found in Compounds							
lidocaine	2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide	3676.0	C14H22N2O	234.34	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	Found in Compounds							
							Not Found		lidocaine / prilocaine	Unknown				
lidocaine and tetracaine	2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide;2-(dimethylamino)ethyl 4-(butylamino)benzoate	11720242.0	C29H46N4O3	498.7	CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	Found in Compounds							
lidoflazine	2-[4-[4,4-bis(4-fluorophenyl)butyl]piperazin-1-yl]-N-(2,6-dimethylphenyl)acetamide	3926.0	C30H35F2N3O	491.6	CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F	Found in Compounds							
linagliptin	8-[(3R)-3-aminopiperidin-1-yl]-7-but-2-ynyl-3-methyl-1-[(4-methylquinazolin-2-yl)methyl]purine-2,6-dione	10096344.0	C25H28N8O2	472.5	CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C	CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C	Found in Compounds							
liothyronine	(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid	5920.0	C15H12I3NO4	650.97	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O	Found in Compounds							
