ATC;COD_ATC;Descripcion;;;;;;
5;J05AP55;sofosbuvir and velpatasvir�;;;;;;
5;J05AP56; Sofosbuvir, velpatasvir y voxilaprevir;;;;;;
5;J05AP57;glecaprevir and pibrentasvir�;;;;;;
4;J05AR;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV EN ASOCIACION;;;;;;
5;J05AR01;ZIDOVUDINA+LAMIVUDINA;;;;;;
5;J05AR02;LAMIVUDINA+ABACAVIR;;;;;;
5;J05AR03;TENOFOVIR DISOPROXILO+EMTRICITABINA;;;;;;
5;J05AR04;ZIDOVUDINA+LAMIVUDINA+ABACAVIR;;;;;;
5;J05AR05;ZIDOVUDINA+LAMIVUDINA+NEVIRAPINA;;;;;;
5;J05AR06;EMTRICITABINA+TENOFOVIR DISOPROXILO+EFAVIRENZ;;;;;;
5;J05AR07;ESTAVUDINA+LAMIVUDINA+NEVIRAPINA;;;;;;
5;J05AR08;Emtricitabina, tenofovir disopril y rilpivirina;;;;;;
5;J05AR09;Emtricitabina, tenofovir dosipril, elvitegravir y cobicistat;;;;;;
5;J05AR10;Lopinavir/Ritonavir;;;;;;
5;J05AR12;Lamivudina y tenofovir disoproxilo;;;;;;
5;J05AR13;Lamivudina, abacavir y dolutegravir;;;;;;
5;J05AR14;Darunavir y cobicistat;;;;;;
5;J05AR15;Atazanavir y cobicistat;;;;;;
5;J05AR17;Emtricitabina y tenofovir alafenamida;;;;;;
5;J05AR18;Emtricitabina, tenofovir alafenamida, elvitegravir y cobicistat;;;;;;
5;J05AR19;Emtricitabina, tenofovir alafenamida y rilpivirina ;;;;;;
5;J05AR20;Emtricitabina, tenofovir alafenamida y bictegravir;;;;;;
5;J05AR21;Dolutegravir y Rilpivirina;;;;;;
5;J05AR22; Emtricitabina, tenofovir alafenamida, darunavir y cobicistat;;;;;;
5;J05AR25;Lamivudina y dolutegravir;;;;;;
5;J05ARNE;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV EN ASOCIACION NE;;;;;;
4;J05AX;OTROS ANTIVIRALES (SISTEMICOS);;;;;;
5;J05AX01;MOROXIDINA;;;;;;
5;J05AX02;LISOZIMA;;;;;;
5;J05AX05;INOSINA PRANOBEX;;;;;;
5;J05AX06;PLECONARIL;;;;;;
5;J05AX07;ENFUVIRTIDA;;;;;;
5;J05AX08;RALTEGRAVIR;;;;;;
5;J05AX09;MARAVIROC;;;;;;
5;J05AX10;MARIBAVIR;;;;;;
5;J05AX11;Elvitegravir;;;;;;
5;J05AX12;Dolutegravir;;;;;;
5;J05AX14;Daclatasvir;;;;;;
5;J05AX15;Sofosbuvir;;;;;;
5;J05AX18;Letermovir;;;;;;
5;J05AX68;Elbasvir y Grazoprevir;;;;;;
5;J05AX69;Sofosbuvir y Velpatasvir;;;;;;
5;J05AX91;MK-518;;;;;;
5;J05AX92;ENZIMAS PROTEOLITICAS;;;;;;
5;J05AXNE;OTROS ANTIVIRALES (SISTEMICOS) NE;;;;;;
2;J06;SUEROS INMUNOLOGICOS E INMUNOGLOBULINAS;;;;;;
3;J06A;SUEROS INMUNOLOGICOS;;;;;;
4;J06AA;SUEROS INMUNOLOGICOS;;;;;;
5;J06AA01;ANTITOXINA DIFTERICA;;;;;;
5;J06AA02;ANTITOXINA TETANICA;;;;;;
5;J06AA03;ANTISUERO VENENO SERPIENTES;;;;;;
5;J06AA04;ANTITOXINA BOTULINICA;;;;;;
4;J06AN;SUEROS INMUNOLOGICOS NE;;;;;;
5;J06ANNE;SUEROS INMUNOLOGICOS NE NE;;;;;;
3;J06B;INMUNOGLOBULINAS;;;;;;
4;J06BA;INMUNOGLOBULINA HUMANA INESPECIFICA;;;;;;
5;J06BA01;GAMMAGLOBULINA HUMANA NORMAL VIA EXTRAVASCULAR;;;;;;
5;J06BA02;GAMMAGLOBULINA HUMANA NORMAL VIA INTRAVASCULAR;;;;;;
5;J06BANE;Inmunoglobulinas humanas normales NE;;;;;;
4;J06BB;INMUNOGLOBULINAS ESPECIFICAS;;;;;;
5;J06BB01;GAMMAGLOBULINA ANTI-RH;;;;;;
5;J06BB02;GAMMAGLOBULINA ANTITETANICA;;;;;;
5;J06BB03;GAMMAGLOBULINA ANTI VARICELA-ZONA;;;;;;
5;J06BB04;GAMMAGLOBULINA HUMANA ANTIHEPATITIS B;;;;;;
5;J06BB05;GAMMAGLOBULINA ANTIRABICA;;;;;;
5;J06BB09;GAMMAGLOBULINA ANTICITOMEGALOVIRUS;;;;;;
5;J06BB16;PALIVIZUMAB;;;;;;
5;J06BB21; Bezlotoxumab;;;;;;
4;J06BC;OTRAS INMUNOGLOBULINAS;;;;;;
5;J06BC01;NEBACUMAB;;;;;;
2;J07;VACUNAS;;;;;;
3;J07A;VACUNAS BACTERIANAS;;;;;;
4;J07AE;VACUNAS CONTRA COLERA;;;;;;
5;J07AE01;VIBRIO CHOLERAE INACTIVADO;;;;;;
4;J07AF;VACUNAS CONTRA DIFTERIA;;;;;;
5;J07AF01;TOXOIDE DIFTERICO;;;;;;
4;J07AG;VACUNAS CONTRA HAEMOPHILUS INFLUENZAE TIPO B;;;;;;
5;J07AG01;HAEMOPHILUS INFLUENZAE TIPO B;;;;;;
5;J07AG51;HAEMOPHILUS INFLUENZAE TIPO B + DIFTERIA+TETANOS;;;;;;
5;J07AG52;HAEMOPHILUS INFLUENZAE TIPO B + DIFTERIA+TETANOS+PERTUSSIS;;;;;;
5;J07AG53;HAEMOPHILUS INFLUENZAE TIPO B + MENINGOCOCO C CONJUGADO;;;;;;
4;J07AH;VACUNAS CONTRA MENINGOCOCO;;;;;;
5;J07AH02;MENINGOCOCO C ANTIGENO POLISACARIDOS PURIFICADOS NO CONJUGAD;;;;;;
5;J07AH03;MENINGOCOCO A Y C ANTIGENOS POLISCARIDOS PURIFICADOS NO CONJ;;;;;;
5;J07AH04;MENINGOCOCO TETRAVALENTE (A,C,W,Y) POLISAC PURIF NO CONJUGAD;;;;;;
5;J07AH07;MENINGOCOCO C ANTIGENO POLISACARIDOS PURIFICADOS CONJUGADA;;;;;;
5;J07AH08;MENINGOCOCO TETRAVALENTE (A,C,W,Y) ANTIGEN POLISAC CONJUGADA;;;;;;
5;J07AH09;Meningococo B, vacuna multicomponente;;;;;;
5;J07AHNE;VACUNAS CONTRA MENINGOCOCO NE;;;;;;
4;J07AJ;VACUNAS CONTRA BORDETELLA PERTUSSIS;;;;;;
5;J07AJ01;BORDETELLA PERTUSSIS;;;;;;
5;J07AJ51;PERTUSSIS INACTIVADO CELULA ENTERA ASOCIADO A TOXOIDES;;;;;;
5;J07AJ52;PERTUSSIS ANTIGENO PURIFICADO ASOCIADO A TOXOIDES;;;;;;
4;J07AL;VACUNAS CONTRA NEUMOCOCO;;;;;;
5;J07AL01;STREPTOCOCCUS PNEUMONIAE ANTIGENO;;;;;;
5;J07AL02;STREPTOCOCCUS PNEUMONIAE ANTIGENO CONJUGADO;;;;;;
5;J07AL52;STREPTOCOCCUS PNEUMONIAE ANTIGENO CONJUGADO+H.INFLUENZAE;;;;;;
5;J07ALNE;VACUNAS CONTRA NEUMOCOCO NE;;;;;;
4;J07AM;VACUNAS CONTRA TETANOS;;;;;;
5;J07AM01;TOXOIDE TETANICO;;;;;;
5;J07AM51;TOXOIDE TETANICO+TOXOIDE DIFTERICO;;;;;;
4;J07AN;VACUNAS CONTRA TUBERCULOSIS;;;;;;
5;J07AN01;MYCOBACTERIUM TUBERCULOSIS;;;;;;
4;J07AP;VACUNAS CONTRA FIEBRES TIFOIDEAS;;;;;;
5;J07AP01;SALMONELLA TYPHI ORAL;;;;;;
5;J07AP02;SALMONELLA TYPHI PARENTERAL;;;;;;
5;J07AP03;VACUNA TIFOIDEA ANTIGENO POLISACARIDO PURIFICADO;;;;;;
4;J07AX;OTRAS VACUNAS BACTERIANAS;;;;;;
5;J07AX91;VACUNA ANTICATARRAL;;;;;;
3;J07B;VACUNAS VIRICAS;;;;;;
4;J07BA;VACUNAS CONTRA LA ENCEFALITIS;;;;;;
5;J07BA02;VIRUS ENCEFALITIS JAPONESA, ENTERO INACTIVADO;;;;;;
4;J07BB;VACUNAS CONTRA LA INFLUENZA;;;;;;
5;J07BB01;VIRUS GRIPE, ENTERO INACTIVADO;;;;;;
5;J07BB02;VIRUS GRIPE, ANTIGENO PURIFICADO;;;;;;
5;J07BB03;VIRUS GRIPE, VIVO ATENUADO;;;;;;
5;J07BB91;VIRUS GRIPE FRACCIONADO;;;;;;
5;J07BBNE;VACUNAS CONTRA LA INFLUENZA NE;;;;;;
4;J07BC;VACUNAS CONTRA LA HEPATITIS;;;;;;
5;J07BC01;ANTIGENO HEPATITIS B;;;;;;
5;J07BC02;ANTIGENO HEPATITIS A;;;;;;
5;J07BC20;ANTIGENO HEPATITIS A+ANTIGENO HEPATITIS B;;;;;;
4;J07BD;VACUNAS CONTRA EL SARAMPION;;;;;;
5;J07BD01;VIRUS SARAMPION ATENUADO;;;;;;
5;J07BD52;VIRUS SARAMPION+V.PAROTIDITIS+V.RUBEOLA;;;;;;
5;J07BD54;VIRUS SARAMPION+PAROTIDITIS+RUBEOLA+VARICELA VIVO ATENUADO;;;;;;
4;J07BE;VACUNAS CONTRA LA PAROTIDITIS;;;;;;
5;J07BE01;VIRUS PAROTIDITIS ATENUADO;;;;;;
4;J07BF;VACUNAS CONTRA LA POLIOMIELITIS;;;;;;
5;J07BF02;VIRUS POLIO TRIVALENTE ORAL;;;;;;
5;J07BF03;VIRUS POLIO TRIVALENTE INYECTABLE;;;;;;
4;J07BG;VACUNAS CONTRA LA RABIA;;;;;;
5;J07BG01;VIRUS RABIA ATENUADO;;;;;;
4;J07BH;VACUNAS CONTRA EL ROTAVIRUS (DIARREA);;;;;;
5;J07BH01;VACUNA ROTAVIRUS VIVO ATENUADO;;;;;;
5;J07BH02;VACUNA ROTAVIRUS VIVO PENTAVALENTE RECLASIFICADO;;;;;;
4;J07BJ;VACUNAS CONTRA LA RUBEOLA;;;;;;
5;J07BJ01;VIRUS RUBEOLA ATENUADO;;;;;;
4;J07BK;VACUNAS CONTRA LA VARICELA ZOSTER;;;;;;
5;J07BK01;VIRUS VARICELA;;;;;;
5;J07BK02;VIRUS VARICELA ZOSTER;;;;;;
4;J07BL;VACUNAS CONTRA LA FIEBRE AMARILLA;;;;;;
5;J07BL01;VIRUS DE LA FIEBRE AMARILLA;;;;;;
4;J07BM;VACUNA CONTRA EL PAPILOMAVIRUS;;;;;;
5;J07BM01;VACUNA PAPILOMAVIRUS HUMANO TIPOS 6,11,16,18;;;;;;
5;J07BM02;VIRUS DEL PAPILOMA HUMANO TIPOS 16 Y 18;;;;;;
5;J07BM03;Papilomavirus (tipos humanos 6, 11, 16, 18, 31, 33, 45, 52, 58);;;;;;
4;J07BX;Otras vacunas virales;;;;;;
5;J07BX03;Vacunas contra COVID-19;;;;;;
3;J07C;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS;;;;;;
4;J07CA;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS;;;;;;
5;J07CA01;Difteria-poliomielitis-t�tanos;;;;;;
5;J07CA02;DIFTERIA+PERTUSIS+POLIOMIELITIS+TETANOS;;;;;;
5;J07CA05;DIFTERIA+PERTUSSIS+TETANOS+HEPATITIS B;;;;;;
5;J07CA06;DIFTERIA+H.INFLUENZA+PERTUSSIS+POLIOMIELITIS+TETANOS;;;;;;
5;J07CA07;DIFTERIA+HEPATITIS B+TETANOS;;;;;;
5;J07CA08;HAEMOPHILUS INFLUENZAE TIPOS A Y B;;;;;;
5;J07CA09;DIFTERIA+H.INFLUENZAE B+PERTUSIS+POLIOMIELIT+TETANOS+HEPAT.B;;;;;;
5;J07CA10;SALMONELLA TYPHI + HEPATITIS A;;;;;;
5;J07CA13;DIFTERIA+H.INFLUENZAE+PERTUSIS+TETANOS+HEPATIT B+MENING A/C;;;;;;
5;J07CANE;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS NE;;;;;;
1;L;ANTINEOPLASICOS E INMUNOMODULADORES;;;;;;
2;L01;ANTINEOPLASICOS;;;;;;
3;L01A;AGENTES ALQUILANTES (ANTINEOPLASICOS);;;;;;
4;L01AA;ANALOGOS DE MOSTAZAS NITROGENADAS (ANTINEOPLASICOS);;;;;;
5;L01AA01;CICLOFOSFAMIDA;;;;;;
5;L01AA02;CLORAMBUCILO;;;;;;
5;L01AA03;MELFALAN;;;;;;
5;L01AA05;CLORMETINA;;;;;;
5;L01AA06;IFOSFAMIDA;;;;;;
5;L01AA07;TROFOSFAMIDA;;;;;;
5;L01AA08;PREDNIMUSTINA;;;;;;
5;L01AA09;BENDAMUSTINA;;;;;;
5;L01AA91;BENDAMUSTINA;;;;;;
4;L01AB;ALQUIL SULFONATOS (ANTINEOPLASICOS);;;;;;
5;L01AB01;BUSULFANO;;;;;;
5;L01AB02;Treosulfano;;;;;;
4;L01AC;ETILENO IMINAS (ANTINEOPLASICOS);;;;;;
5;L01AC01;TIOTEPA;;;;;;
5;L01AC07;AZACITIDINA;;;;;;
4;L01AD;NITROSOUREAS (ANTINEOPLASICOS);;;;;;
5;L01AD01;CARMUSTINA;;;;;;
5;L01AD02;LOMUSTINA;;;;;;
5;L01AD03;SEMUSTINA;;;;;;
5;L01AD04;ESTREPTOZOCINA;;;;;;
5;L01AD05;FOTEMUSTINA;;;;;;
5;L01AD06;NIMUSTINA;;;;;;
5;L01AD07;RANIMUSTINA;;;;;;
4;L01AX;OTROS ALQUILANTES (ANTINEOPLASICOS);;;;;;
5;L01AX03;TEMOZOLOMIDA;;;;;;
5;L01AX04;DACARBAZINA;;;;;;
3;L01B;ANTIMETABOLITOS (ANTINEOPLASICOS);;;;;;
4;L01BA;ANALOGOS ACIDO FOLICO (ANTINEOPLASICOS);;;;;;
5;L01BA01;METOTREXATO;;;;;;
5;L01BA03;RALTITREXED;;;;;;
5;L01BA04;PEMETREXED;;;;;;
5;L01BA05;PRALATREXATO;;;;;;
4;L01BB;ANALOGOS DE PURINAS (ANTINEOPLASICOS);;;;;;
5;L01BB02;MERCAPTOPURINA;;;;;;
5;L01BB03;TIOGUANINA;;;;;;
5;L01BB04;CLADRIBINA;;;;;;
5;L01BB05;FLUDARABINA;;;;;;
5;L01BB06;CLOFARABINA;;;;;;
5;L01BB07;NELARABINA;;;;;;
5;L01BB91;MERCAPTOPROPION;;;;;;
4;L01BC;ANALOGOS DE PIRIMIDINAS (ANTINEOPLASICOS);;;;;;
5;L01BC01;CITARABINA;;;;;;
5;L01BC02;FLUOROURACILO;;;;;;
5;L01BC03;TEGAFUR;;;;;;
5;L01BC05;GEMCITABINA;;;;;;
5;L01BC06;CAPECITABINA;;;;;;
5;L01BC07;AZACITIDINA;;;;;;
5;L01BC08;Decitabina;;;;;;
5;L01BC52;Fluorouracilo, combinaciones con;;;;;;
5;L01BC53;TEGAFUR EN ASOCIACION;;;;;;
5;L01BC59;Trifluridina, combinaciones con;;;;;;
5;L01BC91;AZACITIDINA;;;;;;
3;L01C;ALCALOIDES VEGETALES Y PROD. NATURALES (ANTINEOPL);;;;;;
4;L01CA;ALCALOIDE DE LA VINCA Y ANALOGOS (ANTINEOPLASICOS);;;;;;
5;L01CA01;VINBLASTINA;;;;;;
5;L01CA02;VINCRISTINA;;;;;;
5;L01CA03;VINDESINA;;;;;;
5;L01CA04;VINORELBINA;;;;;;
5;L01CA05;VINFLUNINA;;;;;;
4;L01CB;DERIVADOS DE PODOFILOTOXINA (ANTINEOPLASICOS);;;;;;
5;L01CB01;ETOPOSIDO;;;;;;
5;L01CB02;TENIPOSIDO;;;;;;
5;L01CBNE;DERIVADOS DE PODOFILOTOXINA (ANTINEOPLASICOS) NE;;;;;;
4;L01CD;TAXANOS (ANTINEOPLASICOS);;;;;;
5;L01CD01;PACLITAXEL;;;;;;
5;L01CD02;DOCETAXEL;;;;;;
5;L01CD04;CABAZITAXEL;;;;;;
4;L01CE;Topoisomerase 1 (TOP1) inhibitors;;;;;;
5;L01CE01;topotecan;;;;;;
5;L01CE02;irinotecan;;;;;;
4;L01CX;OTROS ALCALOIDES DE PLANTAS Y PRODUCTOS NATURALES;;;;;;
5;L01CX01;TRABECTEDINA;;;;;;
5;L01CX12;BRENTUXIMUMAB VEDOTIN;;;;;;
3;L01D;ANTIBIOTICOS CITOTOXICOS Y SUST.RELAC.(ANTINEOPLA);;;;;;
4;L01DA;ACTINOMICINAS (ANTINEOPLASICOS);;;;;;
5;L01DA01;DACTINOMICINA;;;;;;
4;L01DB;ANTRACICLINAS Y SUSTANCIAS RELACIONADAS(ANTINEOPLASICOS);;;;;;
5;L01DB01;DOXORUBICINA;;;;;;
5;L01DB02;DAUNORUBICINA;;;;;;
5;L01DB03;EPIRUBICINA;;;;;;
5;L01DB06;IDARRUBICINA;;;;;;
5;L01DB07;MITOXANTRONA;;;;;;
5;L01DB08;PIRARUBICINA;;;;;;
5;L01DB09;VALRUBICINA;;;;;;
5;L01DB10;AMRUBICINA;;;;;;
5;L01DB11;PIXANTRONA;;;;;;
4;L01DC;OTROS ANTIBIOTICOS CITOTOXICOS (ANTINEOPLASICOS);;;;;;
5;L01DC01;BLEOMICINA;;;;;;
5;L01DC02;PLICAMICINA;;;;;;
5;L01DC03;MITOMICINA;;;;;;
5;L01DC04;IXABEPILONA;;;;;;
3;L01E;PROTEIN KINASE INHIBITORS;;;;;;
4;L01EA;BCR-ABL tyrosine kinase inhibitors;;;;;;
5;L01EA01;imatinib;;;;;;
5;L01EA02;dasatinib;;;;;;
5;L01EA03;nilotinib;;;;;;
5;L01EA04;bosutinib;;;;;;
5;L01EA05;ponatinib�;;;;;;
4;L01EB;Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors;;;;;;
5;L01EB01;gefitinib;;;;;;
5;L01EB02;erlotinib;;;;;;
5;L01EB03;afatinib�;;;;;;
5;L01EB04;osimertinib;;;;;;
5;L01EB07;dacomitinib�;;;;;;
4;L01EC;B-Raf serine-threonine kinase (BRAF) inhibitors;;;;;;
5;L01EC01;vemurafenib�;;;;;;
5;L01EC02;dabrafenib�;;;;;;
4;L01ED;Anaplastic lymphoma kinase (ALK) inhibitors;;;;;;
5;L01ED01;crizotinib;;;;;;
5;L01ED02;ceritinib�;;;;;;
5;L01ED03;alectinib�;;;;;;
5;L01ED05;lorlatinib;;;;;;
4;L01EE;Mitogen-activated protein kinase (MEK) inhibitors;;;;;;
5;L01EE01;trametinib�;;;;;;
5;L01EE02;cobimetinib;;;;;;
4;L01EF;Cyclin-dependent kinase (CDK) inhibitors;;;;;;
5;L01EF01;palbociclib�;;;;;;
5;L01EF02;ribociclib�;;;;;;
5;L01EF03;abemaciclib;;;;;;
4;L01EG;Mammalian target of rapamycin (mTOR) kinase inhibitors;;;;;;
5;L01EG01;temsirolimus;;;;;;
5;L01EG02;everolimus;;;;;;
4;L01EH;Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors;;;;;;
5;L01EH01;lapatinib�;;;;;;
4;L01EJ;Janus-associated kinase (JAK) inhibitors;;;;;;
5;L01EJ01;ruxolitinib;;;;;;
4;L01EK;Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors;;;;;;
5;L01EK01;axitinib;;;;;;
5;L01EK03;tivozanib�;;;;;;
4;L01EL;Bruton's tyrosine kinase (BTK) inhibitors;;;;;;
5;L01EL01;ibrutinib�;;;;;;
4;L01EM;Phosphatidylinositol-3-kinase (Pi3K) inhibitors;;;;;;
5;L01EM01;idelalisib�;;;;;;
4;L01EX;Other protein kinase inhibitors;;;;;;
5;L01EX01;sunitinib;;;;;;
5;L01EX02;sorafenib�;;;;;;
5;L01EX03;pazopanib;;;;;;
5;L01EX04;vandetanib;;;;;;
5;L01EX05;regorafenib�;;;;;;
5;L01EX07;cabozantinib;;;;;;
5;L01EX08;lenvatinib�;;;;;;
5;L01EX09;nintedanib;;;;;;
5;L01EX10;midostaurin�;;;;;;
3;L01X;OTROS ANTINEOPLASICOS;;;;;;
4;L01XA;COMPUESTOS DE PLATINO (ANTINEOPLASICOS);;;;;;
5;L01XA01;CISPLATINO;;;;;;
5;L01XA02;CARBOPLATINO;;;;;;
5;L01XA03;OXALIPLATIN;;;;;;
5;L01XA05;POLIPLATILENO;;;;;;
5;L01XA53;OXALIPLATIN EN ASOCIACION;;;;;;
4;L01XB;METILHIDRAZIDAS (ANTINEOPLASICOS);;;;;;
5;L01XB01;PROCARBAZINA;;;;;;
4;L01XC;ANTICUERPOS MONOCLONALES (ANTINEOPLASICOS);;;;;;
5;L01XC01;EDRECOLOMAB;;;;;;
5;L01XC02;RITUXIMAB;;;;;;
5;L01XC03;TRASTUZUMAB;;;;;;
5;L01XC04;ALEMTUZUMAB;;;;;;
5;L01XC05;GEMTUZUMAB;;;;;;
5;L01XC06;CETUXIMAB;;;;;;
5;L01XC07;BEVACIZUMAB;;;;;;
5;L01XC08;PANITUMUMAB;;;;;;
5;L01XC09;CATUMAXOMAB;;;;;;
5;L01XC10;OFATUMUMAB;;;;;;
5;L01XC11;IPILIMUMAB;;;;;;
5;L01XC12;Brentuximab vedotina;;;;;;
5;L01XC13;Pertuzumab;;;;;;
5;L01XC14;Trastuzumab emtansina;;;;;;
5;L01XC15;Obinutuzumab;;;;;;
5;L01XC17;Nivolumab;;;;;;
5;L01XC18;Pembrolizumab;;;;;;
5;L01XC19;Blinatumomab;;;;;;
5;L01XC21;Ramucirumab;;;;;;
5;L01XC22;Necitumumab;;;;;;
5;L01XC23;Elotuzumab;;;;;;
5;L01XC24;Daratumumab;;;;;;
5;L01XC26; Inotuzumab ozogamicina;;;;;;
5;L01XC27; Olaratumab;;;;;;
5;L01XC28;Durvalumab;;;;;;
5;L01XC31;Avelumab;;;;;;
5;L01XC32;atezolizumab�;;;;;;
5;L01XC91;PERTUZUMAB;;;;;;
5;L01XCNE;ANTICUERPOS MONOCLONALES (ANTINEOPLASICOS) NE;;;;;;
4;L01XD;SENSIBILIZADORES USADOS EN TERAPIA FOTODINAMICA Y RADIACION;;;;;;
5;L01XD01;PORFIMERO DE SODIO;;;;;;
5;L01XD03;METILAMINOLEVULINATO;;;;;;
5;L01XD04;AMINOLEVULINICO ACIDO;;;;;;
5;L01XD05;TEMOPORFIN;;;;;;
5;L01XD06;EFAPROXIRAL;;;;;;
4;L01XE;INHIBIDORES DIRECTOS DE LA PROTEINA QUINASA (ANTINEOPLASIC);;;;;;
5;L01XE01;IMATINIB;;;;;;
5;L01XE02;GEFITINIB;;;;;;
5;L01XE03;ERLOTINIB;;;;;;
5;L01XE04;SUNITINIB;;;;;;
5;L01XE05;SORAFENIB;;;;;;
5;L01XE06;DASATINIB;;;;;;
5;L01XE07;LAPATINIB;;;;;;
5;L01XE08;NILOTINIB;;;;;;
5;L01XE09;TEMSIROLIMUS;;;;;;
5;L01XE10;EVEROLIMUS;;;;;;
5;L01XE11;PAZOPANIB;;;;;;
5;L01XE12;VANDETANIB;;;;;;
5;L01XE13;AFATINIB;;;;;;
5;L01XE14;Bosutinib;;;;;;
5;L01XE15;VEMURAFENIB;;;;;;
5;L01XE16;CRIZOTINIB;;;;;;
5;L01XE17;Axitinib;;;;;;
5;L01XE18;Ruxolitinib;;;;;;
5;L01XE21;Regorafenib;;;;;;
5;L01XE23;Dabrafenib;;;;;;
5;L01XE24;Ponatinib;;;;;;
5;L01XE25;Trametinib;;;;;;
5;L01XE26;Cabozantinib;;;;;;
5;L01XE27;Ibrutinib;;;;;;
5;L01XE28;Ceritinib;;;;;;
5;L01XE29;Lenvatinib;;;;;;
5;L01XE31;Nintedanib;;;;;;
5;L01XE33; palbociclib ;;;;;;
5;L01XE34;Tivozanib;;;;;;
5;L01XE35;Osimertinib;;;;;;
5;L01XE36; Alectinib;;;;;;
5;L01XE38;Cobimetinib;;;;;;
5;L01XE39;  Midostaurina;;;;;;
5;L01XE41;BINIMETINIB;;;;;;
5;L01XE42; Ribociclib;;;;;;
5;L01XE44;Lorlatinib;;;;;;
5;L01XE46;Encorafenib;;;;;;
5;L01XE47;Dacomitinib;;;;;;
5;L01XE50;Abemaciclib;;;;;;
5;L01XENE;INHIBIDORES DIRECTOS DE LA PROTEINA QUINASA (ANTINEOPLASIC) NE;;;;;;
4;L01XF;Retinoids for cancer treatment;;;;;;
5;L01XF01;tretinoin;;;;;;
5;L01XF02;alitretinoin;;;;;;
5;L01XF03;bexarotene;;;;;;
4;L01XG;Proteasome inhibitors;;;;;;
5;L01XG01;bortezomib;;;;;;
5;L01XG02;carfilzomib�;;;;;;
5;L01XG03;ixazomib;;;;;;
4;L01XH;Histone deacetylase (HDAC) inhibitors;;;;;;
5;L01XH03;panobinostat;;;;;;
4;L01XJ;Hedgehog pathway inhibitors;;;;;;
5;L01XJ01;vismodegib�;;;;;;
5;L01XJ02;sonidegib�;;;;;;
4;L01XK;Poly (ADP-ribose) polymerase (PARP) inhibitors;;;;;;
5;L01XK01;olaparib;;;;;;
5;L01XK02;niraparib�;;;;;;
5;L01XK03;rucaparib�;;;;;;
4;L01XX;OTROS ANTINEOPLASICOS;;;;;;
5;L01XX01;AMSACRINA;;;;;;
5;L01XX02;ASPARAGINASA;;;;;;
5;L01XX03;ALTRETAMINA;;;;;;
5;L01XX05;HIDROXICARBAMIDA;;;;;;
5;L01XX08;PENTOSTATINA;;;;;;
5;L01XX09;MILTEFOSINA;;;;;;
5;L01XX11;ESTRAMUSTINA;;;;;;
5;L01XX14;TRETINOINA;;;;;;
5;L01XX17;TOPOTECAN;;;;;;
5;L01XX19;IRINOTECAN;;;;;;
5;L01XX22;ALITRETINOINA;;;;;;
5;L01XX23;MITOTANO;;;;;;
5;L01XX24;PEGASPARGASA;;;;;;
5;L01XX25;BEXAROTENO;;;;;;
5;L01XX27;ARSENICO TRIOXIDO;;;;;;
5;L01XX29;DENILEUKIN DIFTITOX;;;;;;
5;L01XX32;BORTEZOMIB;;;;;;
5;L01XX33;CELECOXIB;;;;;;
5;L01XX35;ANAGRELIDA;;;;;;
5;L01XX36;OBLIMERSEN;;;;;;
5;L01XX37;SITIMAGENE CERADENOVEC;;;;;;
5;L01XX40;OMACETAXINA MEPESUCCINATO;;;;;;
5;L01XX41;ERIBULIN;;;;;;
5;L01XX42;Panobinostat;;;;;;
5;L01XX43;Vismodegib;;;;;;
5;L01XX44;Aflibercept;;;;;;
5;L01XX45;Carfilzomib;;;;;;
5;L01XX46;Olaparib;;;;;;
5;L01XX47;Idelalisib;;;;;;
5;L01XX48;SONIDEGIB;;;;;;
5;L01XX50; Ixazomib;;;;;;
5;L01XX51;Talimogen laherparepvec ;;;;;;
5;L01XX52; Venetoclax;;;;;;
5;L01XX54;Niraparib;;;;;;
5;L01XX55;Rucaparib;;;;;;
5;L01XX90;Axicabtagen ciloleucel;;;;;;
5;L01XX91;TIRAPAZAMINA;;;;;;
5;L01XXNE;OTROS ANTINEOPLASICOS NE;;;;;;
4;L01XY;Combinaciones de agentes antineoplasicos;;;;;;
5;L01XY01;CITARABINA Y DAUNORUBICINA;;;;;;
2;L02;TERAPIA ENDOCRINA;;;;;;
3;L02A;HORMONAS Y SUST. RELACIONADAS (TERAPIA ENDOCRINA);;;;;;
4;L02AA;ESTROGENOS (TERAPIA ENDOCRINA);;;;;;
5;L02AA02;POLIESTRADIOL FOSFATO;;;;;;
5;L02AA04;FOSFESTROL;;;;;;
4;L02AB;PROGESTAGENOS (TERAPIA ENDOCRINA);;;;;;
5;L02AB01;MEGESTROL;;;;;;
5;L02AB02;MEDROXIPROGESTERONA;;;;;;
4;L02AE;ANALOGOS HORMONA LIBERADORA DE GONADOTROPINA (TERAP.ENDOCRIN;;;;;;
5;L02AE01;BUSERELINA;;;;;;
5;L02AE02;LEUPRORELINA;;;;;;
