Gene_ID;Gene;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA124;CYP2C19;GENE;PA166123766;PLATELET AGGREGATION;DISEASE;
PA124;CYP2C19;GENE;PA166124406;PLATELET REACTIVITY;DISEASE;
PA124;CYP2C19;GENE;PA166128095;TREATMENT FAILURE;DISEASE;
PA124;CYP2C19;GENE;PA166128121;CARDIOTOXICITY;DISEASE;
PA124;CYP2C19;GENE;PA166128371;PLATELET AGGREGATION INHIBITION;DISEASE;
PA124;CYP2C19;GENE;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;
PA124;CYP2C19;GENE;PA166151827;ADVERSE EVENTS;DISEASE;
PA124;CYP2C19;GENE;PA166163563;HIGH ON-TREATMENT PLATELET REACTIVITY;DISEASE;
PA124;CYP2C19;GENE;PA166165020;ADVERSE CARDIOVASCULAR EVENTS;DISEASE;
PA124;CYP2C19;GENE;PA166224501;EOSINOPHILIC ESOPHAGITIS;DISEASE;
PA124;CYP2C19;GENE;PA443309;ALCOHOLISM;DISEASE;PD
PA124;CYP2C19;GENE;PA443362;ANGINA PECTORIS;DISEASE;
PA124;CYP2C19;GENE;PA443434;ARTHRITIS, RHEUMATOID;DISEASE;
PA124;CYP2C19;GENE;PA443450;ASTHMA;DISEASE;
PA124;CYP2C19;GENE;PA443459;ATRIAL FIBRILLATION;DISEASE;PD
PA124;CYP2C19;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA124;CYP2C19;GENE;PA443626;CARCINOMA, SQUAMOUS CELL;DISEASE;
PA124;CYP2C19;GENE;PA443635;CARDIOVASCULAR DISEASES;DISEASE;PD
PA124;CYP2C19;GENE;PA443636;CAROTID ARTERY DISEASES;DISEASE;
PA124;CYP2C19;GENE;PA443672;ISCHEMIC ATTACK, TRANSIENT;DISEASE;PD
PA124;CYP2C19;GENE;PA443678;CEREBROVASCULAR DISORDERS;DISEASE;
PA124;CYP2C19;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA124;CYP2C19;GENE;PA443797;CORONARY DISEASE;DISEASE;
PA124;CYP2C19;GENE;PA443829;CYSTIC FIBROSIS;DISEASE;
PA124;CYP2C19;GENE;PA443842;DEATH;DISEASE;
PA124;CYP2C19;GENE;PA443886;DIABETES MELLITUS;DISEASE;
PA124;CYP2C19;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA124;CYP2C19;GENE;PA443937;DRUG TOXICITY;DISEASE;
PA124;CYP2C19;GENE;PA443994;EDEMA;DISEASE;
PA124;CYP2C19;GENE;PA444065;EPILEPSY;DISEASE;PD
PA124;CYP2C19;GENE;PA444104;ESOPHAGITIS;DISEASE;PD
PA124;CYP2C19;GENE;PA444255;GASTROESOPHAGEAL REFLUX;DISEASE;PD
PA124;CYP2C19;GENE;PA444327;GRANULOMATOUS DISEASE, CHRONIC;DISEASE;
PA124;CYP2C19;GENE;PA444339;HALLUCINATIONS;DISEASE;
PA124;CYP2C19;GENE;PA444395;HEMATOLOGIC DISEASES;DISEASE;
PA124;CYP2C19;GENE;PA444417;HEMORRHAGE;DISEASE;PD
PA124;CYP2C19;GENE;PA444445;HEPATITIS C;DISEASE;
PA124;CYP2C19;GENE;PA444545;HYPERPROLACTINEMIA;DISEASE;
PA124;CYP2C19;GENE;PA444620;INFLAMMATION;DISEASE;
PA124;CYP2C19;GENE;PA444822;SYSTEMIC LUPUS ERYTHEMATOSUS;DISEASE;PD
PA124;CYP2C19;GENE;PA444840;LYMPHOMA;DISEASE;
PA124;CYP2C19;GENE;PA444845;LYMPHOMA, NON-HODGKIN;DISEASE;
PA124;CYP2C19;GENE;PA444859;MALARIA;DISEASE;
PA124;CYP2C19;GENE;PA445009;MYCOSES;DISEASE;
PA124;CYP2C19;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA124;CYP2C19;GENE;PA445048;NAUSEA;DISEASE;
PA124;CYP2C19;GENE;PA445062;NEOPLASMS;DISEASE;
PA124;CYP2C19;GENE;PA445218;PANCREATIC NEOPLASMS;DISEASE;
PA124;CYP2C19;GENE;PA445506;RECURRENCE;DISEASE;
PA124;CYP2C19;GENE;PA445526;RESPIRATORY TRACT INFECTIONS;DISEASE;
PA124;CYP2C19;GENE;PA445647;SHOCK, SEPTIC;DISEASE;
PA124;CYP2C19;GENE;PA445850;THROMBOSIS;DISEASE;
PA124;CYP2C19;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;
PA124;CYP2C19;GENE;PA445941;TUBERCULOSIS;DISEASE;PD
PA124;CYP2C19;GENE;PA445973;ULCER;DISEASE;PD
PA124;CYP2C19;GENE;PA446051;VOMITING;DISEASE;
PA124;CYP2C19;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA124;CYP2C19;GENE;PA446336;SEVERE COMBINED IMMUNODEFICIENCY;DISEASE;
PA124;CYP2C19;GENE;PA446459;MYOCARDIAL ISCHEMIA;DISEASE;
PA124;CYP2C19;GENE;PA446879;ALCOHOL-RELATED DISORDERS;DISEASE;
PA124;CYP2C19;GENE;PA447054;STROKE;DISEASE;PD
PA124;CYP2C19;GENE;PA447196;ANXIETY DISORDERS;DISEASE;
PA124;CYP2C19;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;
PA124;CYP2C19;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA124;CYP2C19;GENE;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA124;CYP2C19;GENE;PA447208;MENTAL DISORDERS;DISEASE;
PA124;CYP2C19;GENE;PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PD
PA124;CYP2C19;GENE;PA447212;PANIC DISORDER;DISEASE;
PA124;CYP2C19;GENE;PA447216;SCHIZOPHRENIA;DISEASE;
PA124;CYP2C19;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA124;CYP2C19;GENE;PA447240;PEPTIC ULCER;DISEASE;PD
PA124;CYP2C19;GENE;PA447278;DEPRESSION;DISEASE;PD
PA124;CYP2C19;GENE;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PD
PA124;CYP2C19;GENE;PA447325;CORONARY RESTENOSIS;DISEASE;
PA24699;ALDH3B1;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;
PA134920655;ADAMTSL2;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA73;ATP7B;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA73;ATP7B;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA252;NOS1;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA252;NOS1;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA33308;PIK3CA;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA134992686;YEATS4;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA134992686;YEATS4;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA34163;RAC2;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA34163;RAC2;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA293;PTGS2;GENE;PA443635;CARDIOVASCULAR DISEASES;DISEASE;
PA293;PTGS2;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA293;PTGS2;GENE;PA443797;CORONARY DISEASE;DISEASE;
PA293;PTGS2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA293;PTGS2;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;
PA293;PTGS2;GENE;PA445062;NEOPLASMS;DISEASE;
PA293;PTGS2;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA293;PTGS2;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA293;PTGS2;GENE;PA447054;STROKE;DISEASE;
PA38335;ZDHHC7;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA31802;NT5C3A;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA31802;NT5C3A;GENE;PA445062;NEOPLASMS;DISEASE;
PA134935109;IL23R;GENE;PA445451;PSORIASIS;DISEASE;PD
PA134935109;IL23R;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA142672117;CHIA;GENE;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA29555;HTR3A;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA31328;MUTYH;GENE;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PD
PA31328;MUTYH;GENE;PA443626;CARCINOMA, SQUAMOUS CELL;DISEASE;PD
PA31328;MUTYH;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA31328;MUTYH;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA130546913;CACNA2D4;GENE;PA443459;ATRIAL FIBRILLATION;DISEASE;
PA162403847;SLC47A2;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA29841;CXCL8;GENE;PA134850558;MACULAR DEGENERATION;DISEASE;PD
PA29841;CXCL8;GENE;PA443624;RENAL CELL CARCINOMA;DISEASE;PD
PA35081;HLA-E;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA162402461;SCAP;GENE;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA33524;POM121L2;GENE;PA445048;NAUSEA;DISEASE;PD
PA33524;POM121L2;GENE;PA446051;VOMITING;DISEASE;PD
PA166048998;ARHGEF28;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA134942730;KRTAP10-4;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA134942730;KRTAP10-4;GENE;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA24583;ADORA1;GENE;PA443450;ASTHMA;DISEASE;PD
PA35895;SLC4A1;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA164718734;DDRGK1;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA26287;CDH13;GENE;PA443899;DIARRHEA;DISEASE;PD
PA31783;NRP1;GENE;PA134850558;MACULAR DEGENERATION;DISEASE;PD
PA28973;GRIK1;GENE;PA446879;ALCOHOL-RELATED DISORDERS;DISEASE;PD
PA164717802;CDKN2B-AS1;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA28489;GABRA1;GENE;PA444065;EPILEPSY;DISEASE;PD
PA31944;OPRL1;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA31944;OPRL1;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA162405776;THSD7B;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA35900;SLC4A8;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA25804;TRIB3;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA29785;IL12B;GENE;PA445451;PSORIASIS;DISEASE;PD
PA25897;C3;GENE;PA162370415;METABOLIC SYNDROME;DISEASE;PD
PA28063;FCGR2A;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA28063;FCGR2A;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA28063;FCGR2A;GENE;PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PD
PA28063;FCGR2A;GENE;PA445451;PSORIASIS;DISEASE;PD
PA28063;FCGR2A;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA30196;KRAS;GENE;PA443622;CARCINOMA, NON-SMALL-CELL LUNG;DISEASE;
PA30196;KRAS;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA30196;KRAS;GENE;PA445742;STOMACH NEOPLASMS;DISEASE;
PA30196;KRAS;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA28129;FGFR3;GENE;PA162373099;SKELETAL DYSPLASIA;DISEASE;
PA28129;FGFR3;GENE;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;
PA134936640;ACY3;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA26817;CPA2;GENE;PA445220;PANCREATITIS;DISEASE;PD
PA26817;CPA2;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA25263;PRRC2A;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA25263;PRRC2A;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA30475;LTB;GENE;PA443936;DRUG HYPERSENSITIVITY;DISEASE;PD
PA37303;VEGFB;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA138;DCTD;GENE;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA31699;NPC1L1;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA31699;NPC1L1;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA31699;NPC1L1;GENE;PA446021;VASCULAR DISEASES;DISEASE;PD
PA27830;EPHX2;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA144596484;C11ORF65;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA38718;PIGM;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA27101;CYP2A13;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA137;DCK;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA137;DCK;GENE;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA299;RRM2;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA27335;DIAPH3;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA31331;MVK;GENE;PA443532;BONE DISEASES;DISEASE;PD
PA30886;MMP3;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA30886;MMP3;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA30886;MMP3;GENE;PA447054;STROKE;DISEASE;
PA35068;HLA-DQB1;GENE;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;
PA35068;HLA-DQB1;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;
PA35068;HLA-DQB1;GENE;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;
PA35068;HLA-DQB1;GENE;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA443297;AGRANULOCYTOSIS;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA443434;ARTHRITIS, RHEUMATOID;DISEASE;
PA35068;HLA-DQB1;GENE;PA443895;DIABETIC RETINOPATHY;DISEASE;
PA35068;HLA-DQB1;GENE;PA443936;DRUG HYPERSENSITIVITY;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA444065;EPILEPSY;DISEASE;
PA35068;HLA-DQB1;GENE;PA444329;GRAVES DISEASE;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA444435;HEPATITIS;DISEASE;
PA35068;HLA-DQB1;GENE;PA444546;HYPERSENSITIVITY;DISEASE;
PA35068;HLA-DQB1;GENE;PA444552;HYPERTENSION;DISEASE;
PA35068;HLA-DQB1;GENE;PA444614;INFECTION;DISEASE;
PA35068;HLA-DQB1;GENE;PA445042;NARCOLEPSY;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA445431;PROTEINURIA;DISEASE;
PA35068;HLA-DQB1;GENE;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA35068;HLA-DQB1;GENE;PA445941;TUBERCULOSIS;DISEASE;
PA35068;HLA-DQB1;GENE;PA445999;URTICARIA;DISEASE;
PA35068;HLA-DQB1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;
PA35068;HLA-DQB1;GENE;PA447230;HIV INFECTIONS;DISEASE;
PA134;CYP11B2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA134;CYP11B2;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA201094;FOXP3;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA201094;FOXP3;GENE;PA445451;PSORIASIS;DISEASE;PD
PA31776;NRG1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA36593;TNFAIP3;GENE;PA443750;ULCERATIVE COLITIS;DISEASE;PD
PA36593;TNFAIP3;GENE;PA445451;PSORIASIS;DISEASE;PD
PA36593;TNFAIP3;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA36593;TNFAIP3;GENE;PA446198;ARTHRITIS, PSORIATIC;DISEASE;PD
PA25382;BMP5;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA36444;TERC;GENE;PA443450;ASTHMA;DISEASE;
PA134944221;PERP;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA134944221;PERP;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA162379942;MSANTD1;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA331;SLC22A2;GENE;PA162263534;OTOTOXICITY;DISEASE;PD
PA331;SLC22A2;GENE;PA166123756;CREATININE CLEARANCE;DISEASE;
PA331;SLC22A2;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA331;SLC22A2;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA292;PTGIS;GENE;PA443670;CEREBRAL INFARCTION;DISEASE;
PA292;PTGIS;GENE;PA444552;HYPERTENSION;DISEASE;
PA292;PTGIS;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;
PA29196;HAS3;GENE;PA445018;CARDIOMYOPATHIES;DISEASE;PD
PA28065;FCGR3A;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA28065;FCGR3A;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA28065;FCGR3A;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA28065;FCGR3A;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA28065;FCGR3A;GENE;PA445109;NEUROMYELITIS OPTICA;DISEASE;PD
PA28065;FCGR3A;GENE;PA445451;PSORIASIS;DISEASE;PD
PA125;CYP2C8;GENE;PA128406954;WEIGHT GAIN;DISEASE;
PA125;CYP2C8;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA125;CYP2C8;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA125;CYP2C8;GENE;PA166123755;DELAYED GRAFT FUNCTION;DISEASE;
PA125;CYP2C8;GENE;PA443450;ASTHMA;DISEASE;
PA125;CYP2C8;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA125;CYP2C8;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA125;CYP2C8;GENE;PA443886;DIABETES MELLITUS;DISEASE;
PA125;CYP2C8;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;
PA125;CYP2C8;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA125;CYP2C8;GENE;PA443994;EDEMA;DISEASE;
PA125;CYP2C8;GENE;PA444682;KIDNEY DISEASES;DISEASE;
PA125;CYP2C8;GENE;PA444985;MULTIPLE MYELOMA;DISEASE;PD
PA125;CYP2C8;GENE;PA445062;NEOPLASMS;DISEASE;
PA125;CYP2C8;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA125;CYP2C8;GENE;PA445187;OSTEONECROSIS;DISEASE;PD
PA125;CYP2C8;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;
PA125;CYP2C8;GENE;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA125;CYP2C8;GENE;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;PD
PA125;CYP2C8;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA125;CYP2C8;GENE;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;PD
PA125;CYP2C8;GENE;PA447247;LIVER TRANSPLANTATION;DISEASE;
PA30746;MEN1;GENE;PA446760;MULTIPLE ENDOCRINE NEOPLASIA TYPE 1;DISEASE;
PA27510;DTNA;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA134984780;CERKL;GENE;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;PD
PA330;SLC22A3;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;
PA30340;LGALS3;GENE;PA444546;HYPERSENSITIVITY;DISEASE;PD
PA158;F3;GENE;PA446459;MYOCARDIAL ISCHEMIA;DISEASE;PD
PA37179;UGT1A4;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA37179;UGT1A4;GENE;PA444065;EPILEPSY;DISEASE;
PA37179;UGT1A4;GENE;PA444318;GOUT;DISEASE;PD
PA37179;UGT1A4;GENE;PA445062;NEOPLASMS;DISEASE;
PA37179;UGT1A4;GENE;PA445601;OSTEOSARCOMA;DISEASE;
PA37179;UGT1A4;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA32834;OSGEP;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;PD
PA32834;OSGEP;GENE;PA443626;CARCINOMA, SQUAMOUS CELL;DISEASE;PD
PA36290;SYT1;GENE;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA32897;PACSIN2;GENE;PA166048887;IRRITABLE BOWEL SYNDROME;DISEASE;PD
PA32897;PACSIN2;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA33847;PSCA;GENE;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;
PA37;ADRA2C;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;
PA37;ADRA2C;GENE;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PD
PA37;ADRA2C;GENE;PA443842;DEATH;DISEASE;PD
PA37;ADRA2C;GENE;PA444370;HEART FAILURE;DISEASE;PD
PA37;ADRA2C;GENE;PA444797;LIVER CIRRHOSIS;DISEASE;PD
PA162380882;CADM2;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA35568;CXCL10;GENE;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA28205;FOLH1;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA27699;EIF3A;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA27699;EIF3A;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA30474;LTA;GENE;PA443936;DRUG HYPERSENSITIVITY;DISEASE;PD
PA30474;LTA;GENE;PA444546;HYPERSENSITIVITY;DISEASE;PD
PA30474;LTA;GENE;PA444949;MIGRAINE WITHOUT AURA;DISEASE;PD
PA36124;SRP19;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA34276;RBMS3;GENE;PA445187;OSTEONECROSIS;DISEASE;PD
PA142672105;CLCC1;GENE;PA445048;NAUSEA;DISEASE;PD
PA142672105;CLCC1;GENE;PA446051;VOMITING;DISEASE;PD
PA29816;IL1RN;GENE;PA443750;ULCERATIVE COLITIS;DISEASE;PD
PA33752;PRKAG2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA25824;TSPEAR;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA25824;TSPEAR;GENE;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA134920089;GALNT14;GENE;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA134920089;GALNT14;GENE;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA134920089;GALNT14;GENE;PA444804;LIVER CANCER;DISEASE;PD
PA134906408;OTOS;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA134906523;CES1P1;GENE;PA443797;CORONARY DISEASE;DISEASE;PD
PA134906523;CES1P1;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA337;STAT3;GENE;PA443624;RENAL CELL CARCINOMA;DISEASE;PD
PA25234;BACH1;GENE;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA25234;BACH1;GENE;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA145;DPYD;GENE;PA166122058;MUCOSITIS;DISEASE;
PA145;DPYD;GENE;PA166124372;TREATMENT MODIFICATION;DISEASE;
PA145;DPYD;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA145;DPYD;GENE;PA443756;COLONIC NEOPLASMS;DISEASE;
PA145;DPYD;GENE;PA443842;DEATH;DISEASE;
PA145;DPYD;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA145;DPYD;GENE;PA444257;GASTROINTESTINAL NEOPLASMS;DISEASE;
PA145;DPYD;GENE;PA444352;HEAD AND NECK NEOPLASMS;DISEASE;
PA145;DPYD;GENE;PA444511;HYPERBILIRUBINEMIA;DISEASE;PD
PA145;DPYD;GENE;PA444929;MENTAL RETARDATION;DISEASE;
PA145;DPYD;GENE;PA444938;METABOLIC DISEASES;DISEASE;
PA145;DPYD;GENE;PA444939;METABOLISM, INBORN ERRORS;DISEASE;
PA145;DPYD;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA145;DPYD;GENE;PA445113;NEUTROPENIA;DISEASE;
PA145;DPYD;GENE;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA145;DPYD;GENE;PA445476;PURINE-PYRIMIDINE METABOLISM, INBORN ERRORS;DISEASE;
PA145;DPYD;GENE;PA445503;RECTAL NEOPLASMS;DISEASE;
PA145;DPYD;GENE;PA445629;SEIZURES;DISEASE;
PA145;DPYD;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA145;DPYD;GENE;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;
PA31748;NR1D1;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA58;ABCC6;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA28601;GC;GENE;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA29801;IL17RA;GENE;PA445451;PSORIASIS;DISEASE;PD
PA24800;ANK3;GENE;PA166114377;HAND-FOOT SYNDROME;DISEASE;
PA24800;ANK3;GENE;PA443560;BREAST NEOPLASMS;DISEASE;
PA24800;ANK3;GENE;PA445062;NEOPLASMS;DISEASE;
PA24800;ANK3;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA26170;CCR5;GENE;PA444987;MULTIPLE SCLEROSIS;DISEASE;
PA27004;CTH;GENE;PA166123007;HEMATOPOIETIC STEM CELL TRANSPLANTATION;DISEASE;PD
PA28469;G6PD;GENE;PA162370415;METABOLIC SYNDROME;DISEASE;
PA28469;G6PD;GENE;PA165108889;FAVISM;DISEASE;
PA28469;G6PD;GENE;PA165857066;ANEMIA, HEMOLYTIC, CONGENITAL NONSPHEROCYTIC;DISEASE;
PA28469;G6PD;GENE;PA166048714;PREGNANCY;DISEASE;
PA28469;G6PD;GENE;PA166048754;G6PD DEFICIENCY;DISEASE;
PA28469;G6PD;GENE;PA166048814;HYPERURICEMIA;DISEASE;
