Gene_ID;Gene;Entity1_type;Gene_ID.1;Gene.1;Entity2_type;LADME
PA28180;FLT1;GENE;PA30196;KRAS;GENE;
PA28180;FLT1;GENE;PA31768;NRAS;GENE;
PA28180;FLT1;GENE;PA33304;PIK3C2A;GENE;
PA28180;FLT1;GENE;PA33305;PIK3C2B;GENE;
PA28180;FLT1;GENE;PA33308;PIK3CA;GENE;
PA28180;FLT1;GENE;PA33309;PIK3CB;GENE;
PA28180;FLT1;GENE;PA33310;PIK3CD;GENE;
PA28180;FLT1;GENE;PA33311;PIK3CG;GENE;
PA28180;FLT1;GENE;PA33312;PIK3R1;GENE;
PA28180;FLT1;GENE;PA33313;PIK3R2;GENE;
PA28180;FLT1;GENE;PA33314;PIK3R3;GENE;
PA28180;FLT1;GENE;PA37302;VEGFA;GENE;
PA28180;FLT1;GENE;PA37303;VEGFB;GENE;
PA28180;FLT1;GENE;PA37304;VEGFC;GENE;
PA30617;MAPK10;GENE;PA284;MAP2K7;GENE;
PA30617;MAPK10;GENE;PA30584;MAP2K1;GENE;
PA30617;MAPK10;GENE;PA30587;MAP2K2;GENE;
PA30617;MAPK10;GENE;PA30588;MAP2K3;GENE;
PA30617;MAPK10;GENE;PA30589;MAP2K4;GENE;
PA30617;MAPK10;GENE;PA30590;MAP2K5;GENE;
PA30617;MAPK10;GENE;PA30591;MAP2K6;GENE;
PA29921;IRF7;GENE;PA164722208;MAVS;GENE;
PA291;PTGIR;GENE;PA175;GNAS;GENE;
PA30538;MAFF;GENE;PA283;MAPK8;GENE;
PA30538;MAFF;GENE;PA30621;MAPK14;GENE;
PA33745;PRKAA2;GENE;PA134983031;GPAM;GENE;
PA33745;PRKAA2;GENE;PA142672073;CRTC2;GENE;
PA33745;PRKAA2;GENE;PA189;HMGCR;GENE;
PA33745;PRKAA2;GENE;PA24421;ACACA;GENE;
PA33745;PRKAA2;GENE;PA24422;ACACB;GENE;
PA33745;PRKAA2;GENE;PA30861;MLYCD;GENE;
PA33745;PRKAA2;GENE;PA335;SREBF1;GENE;
PA33745;PRKAA2;GENE;PA35879;SLC2A4;GENE;
PA33745;PRKAA2;GENE;PA36198;STK11;GENE;
PA33745;PRKAA2;GENE;PA37353;MLXIPL;GENE;
PA33745;PRKAA2;GENE;PA37935;SIRT1;GENE;
PA33745;PRKAA2;GENE;PA61;ATM;GENE;
PA33745;PRKAA2;GENE;PA62;ATP1A1;GENE;
PA26717;COL4A1;GENE;PA179;GP1BB;GENE;
PA26717;COL4A1;GENE;PA204;ITGA2;GENE;
PA26717;COL4A1;GENE;PA26212;CD36;GENE;
PA26717;COL4A1;GENE;PA28823;GP5;GENE;
PA26717;COL4A1;GENE;PA28824;GP6;GENE;
PA26717;COL4A1;GENE;PA28825;GP9;GENE;
PA26097;CASR;GENE;PA128394595;PLCH1;GENE;
PA26097;CASR;GENE;PA134875646;PLCZ1;GENE;
PA26097;CASR;GENE;PA134914471;PLCH2;GENE;
PA26097;CASR;GENE;PA33384;PLCB1;GENE;
PA26097;CASR;GENE;PA33385;PLCB2;GENE;
PA26097;CASR;GENE;PA33386;PLCB3;GENE;
PA26097;CASR;GENE;PA33387;PLCB4;GENE;
PA26097;CASR;GENE;PA33388;PLCD1;GENE;
PA26097;CASR;GENE;PA33389;PLCD3;GENE;
PA26097;CASR;GENE;PA33390;PLCD4;GENE;
PA26097;CASR;GENE;PA33391;PLCE1;GENE;
PA26097;CASR;GENE;PA33392;PLCG1;GENE;
PA26097;CASR;GENE;PA33393;PLCG2;GENE;
PA26097;CASR;GENE;PA33394;PLCL1;GENE;
PA26097;CASR;GENE;PA33395;PLCL2;GENE;
PA26087;CASP3;GENE;PA26094;CASP9;GENE;
PA26087;CASP3;GENE;PA95;CCNB1;GENE;
PA35746;SHC1;GENE;PA30592;MAP3K1;GENE;
PA35746;SHC1;GENE;PA34183;RAF1;GENE;
PA35746;SHC1;GENE;PA7360;EGFR;GENE;
PA404;CHEK2;GENE;PA61;ATM;GENE;
PA404;CHEK2;GENE;PA74;ATR;GENE;
PA404;CHEK2;GENE;PA95;CCNB1;GENE;
PA52;APOC2;GENE;PA164742099;MTTP;GENE;
PA284;MAP2K7;GENE;PA283;MAPK8;GENE;
PA284;MAP2K7;GENE;PA30592;MAP3K1;GENE;
PA284;MAP2K7;GENE;PA30616;MAPK1;GENE;
PA284;MAP2K7;GENE;PA30617;MAPK10;GENE;
PA284;MAP2K7;GENE;PA30618;MAPK11;GENE;
PA284;MAP2K7;GENE;PA30619;MAPK12;GENE;
PA284;MAP2K7;GENE;PA30620;MAPK13;GENE;
PA284;MAP2K7;GENE;PA30621;MAPK14;GENE;
PA284;MAP2K7;GENE;PA30622;MAPK3;GENE;
PA284;MAP2K7;GENE;PA30623;MAPK4;GENE;
PA284;MAP2K7;GENE;PA30624;MAPK6;GENE;
PA284;MAP2K7;GENE;PA30625;MAPK7;GENE;
PA284;MAP2K7;GENE;PA30630;MAPK9;GENE;
PA284;MAP2K7;GENE;PA34183;RAF1;GENE;
PA29917;IRF3;GENE;PA164722208;MAVS;GENE;
PA27769;EML4;GENE;PA24719;ALK;GENE;
PA162403013;SGK1;GENE;PA31534;NEDD4L;GENE;
PA28823;GP5;GENE;PA26716;COL3A1;GENE;
PA28823;GP5;GENE;PA26717;COL4A1;GENE;
PA28823;GP5;GENE;PA26718;COL4A2;GENE;
PA28823;GP5;GENE;PA33384;PLCB1;GENE;
PA28823;GP5;GENE;PA33393;PLCG2;GENE;
PA28823;GP5;GENE;PA35041;COL1A1;GENE;
PA28823;GP5;GENE;PA35042;COL1A2;GENE;
PA24888;APOA5;GENE;PA164742099;MTTP;GENE;
PA33763;PRKCD;GENE;PA33392;PLCG1;GENE;
PA33763;PRKCD;GENE;PA33393;PLCG2;GENE;
PA33763;PRKCD;GENE;PA34183;RAF1;GENE;
PA33763;PRKCD;GENE;PA39;ADRB2;GENE;
PA335;SREBF1;GENE;PA33744;PRKAA1;GENE;
PA335;SREBF1;GENE;PA33745;PRKAA2;GENE;
PA335;SREBF1;GENE;PA33746;PRKAB1;GENE;
PA335;SREBF1;GENE;PA33747;PRKAB2;GENE;
PA335;SREBF1;GENE;PA33751;PRKAG1;GENE;
PA335;SREBF1;GENE;PA33752;PRKAG2;GENE;
PA335;SREBF1;GENE;PA33753;PRKAG3;GENE;
PA335;SREBF1;GENE;PA37935;SIRT1;GENE;
PA28215;FOSL2;GENE;PA283;MAPK8;GENE;
PA28215;FOSL2;GENE;PA30621;MAPK14;GENE;
PA85;CACNA1S;GENE;PA33748;PRKACA;GENE;
PA85;CACNA1S;GENE;PA33749;PRKACB;GENE;
PA85;CACNA1S;GENE;PA33750;PRKACG;GENE;
PA28766;GNA13;GENE;PA27946;F2R;GENE;
PA28766;GNA13;GENE;PA27949;F2RL3;GENE;
PA28766;GNA13;GENE;PA32868;P2RY1;GENE;
PA28766;GNA13;GENE;PA33384;PLCB1;GENE;
PA28766;GNA13;GENE;PA33393;PLCG2;GENE;
PA28766;GNA13;GENE;PA348;TBXA2R;GENE;
PA35042;COL1A2;GENE;PA179;GP1BB;GENE;
PA35042;COL1A2;GENE;PA204;ITGA2;GENE;
PA35042;COL1A2;GENE;PA26212;CD36;GENE;
PA35042;COL1A2;GENE;PA28823;GP5;GENE;
PA35042;COL1A2;GENE;PA28824;GP6;GENE;
PA35042;COL1A2;GENE;PA28825;GP9;GENE;
PA24928;ARAF;GENE;PA29444;HRAS;GENE;
PA24928;ARAF;GENE;PA30196;KRAS;GENE;
PA24928;ARAF;GENE;PA30584;MAP2K1;GENE;
PA24928;ARAF;GENE;PA30587;MAP2K2;GENE;
PA24928;ARAF;GENE;PA30932;MRAS;GENE;
PA24928;ARAF;GENE;PA31768;NRAS;GENE;
PA24928;ARAF;GENE;PA34861;RRAS;GENE;
PA134864200;GNB4;GENE;PA33384;PLCB1;GENE;
PA134864200;GNB4;GENE;PA33385;PLCB2;GENE;
PA134864200;GNB4;GENE;PA33386;PLCB3;GENE;
PA134864200;GNB4;GENE;PA33387;PLCB4;GENE;
PA425;ACE2;GENE;PA139;ACE;GENE;
PA24685;AKT2;GENE;PA248;NFKB1;GENE;
PA24685;AKT2;GENE;PA254;NOS3;GENE;
PA24685;AKT2;GENE;PA27749;ELK1;GENE;
PA24685;AKT2;GENE;PA28212;FOS;GENE;
PA24685;AKT2;GENE;PA296;RELA;GENE;
PA24685;AKT2;GENE;PA30006;JUN;GENE;
PA24685;AKT2;GENE;PA31353;MYC;GENE;
PA24685;AKT2;GENE;PA31600;NFKB2;GENE;
PA24685;AKT2;GENE;PA33304;PIK3C2A;GENE;
PA24685;AKT2;GENE;PA33305;PIK3C2B;GENE;
PA24685;AKT2;GENE;PA337;STAT3;GENE;
PA24685;AKT2;GENE;PA338;STAT5A;GENE;
PA24685;AKT2;GENE;PA36042;SP1;GENE;
PA24685;AKT2;GENE;PA36183;STAT1;GENE;
PA24685;AKT2;GENE;PA36184;STAT2;GENE;
PA24685;AKT2;GENE;PA36185;STAT4;GENE;
PA24685;AKT2;GENE;PA36186;STAT5B;GENE;
PA33767;PRKCH;GENE;PA128394595;PLCH1;GENE;
PA33767;PRKCH;GENE;PA134875646;PLCZ1;GENE;
PA33767;PRKCH;GENE;PA134914471;PLCH2;GENE;
PA33767;PRKCH;GENE;PA33384;PLCB1;GENE;
PA33767;PRKCH;GENE;PA33385;PLCB2;GENE;
PA33767;PRKCH;GENE;PA33386;PLCB3;GENE;
PA33767;PRKCH;GENE;PA33387;PLCB4;GENE;
PA33767;PRKCH;GENE;PA33388;PLCD1;GENE;
PA33767;PRKCH;GENE;PA33389;PLCD3;GENE;
PA33767;PRKCH;GENE;PA33390;PLCD4;GENE;
PA33767;PRKCH;GENE;PA33391;PLCE1;GENE;
PA33767;PRKCH;GENE;PA33392;PLCG1;GENE;
PA33767;PRKCH;GENE;PA33393;PLCG2;GENE;
PA33767;PRKCH;GENE;PA33394;PLCL1;GENE;
PA33767;PRKCH;GENE;PA33395;PLCL2;GENE;
PA33767;PRKCH;GENE;PA34183;RAF1;GENE;
PA33767;PRKCH;GENE;PA39;ADRB2;GENE;
PA27133;DAB2IP;GENE;PA27939;EZH2;GENE;
PA189;HMGCR;GENE;PA33744;PRKAA1;GENE;
PA189;HMGCR;GENE;PA33745;PRKAA2;GENE;
PA189;HMGCR;GENE;PA33746;PRKAB1;GENE;
PA189;HMGCR;GENE;PA33747;PRKAB2;GENE;
PA189;HMGCR;GENE;PA33751;PRKAG1;GENE;
PA189;HMGCR;GENE;PA33752;PRKAG2;GENE;
PA189;HMGCR;GENE;PA33753;PRKAG3;GENE;
PA283;MAPK8;GENE;PA134963361;MAFA;GENE;
PA283;MAPK8;GENE;PA162392499;JDP2;GENE;
PA283;MAPK8;GENE;PA248;NFKB1;GENE;
PA283;MAPK8;GENE;PA25084;ATF2;GENE;
PA283;MAPK8;GENE;PA25085;ATF3;GENE;
PA283;MAPK8;GENE;PA25268;BATF;GENE;
PA283;MAPK8;GENE;PA27749;ELK1;GENE;
PA283;MAPK8;GENE;PA28212;FOS;GENE;
PA283;MAPK8;GENE;PA28213;FOSB;GENE;
PA283;MAPK8;GENE;PA28214;FOSL1;GENE;
PA283;MAPK8;GENE;PA28215;FOSL2;GENE;
PA283;MAPK8;GENE;PA284;MAP2K7;GENE;
PA283;MAPK8;GENE;PA296;RELA;GENE;
PA283;MAPK8;GENE;PA30006;JUN;GENE;
PA283;MAPK8;GENE;PA30007;JUNB;GENE;
PA283;MAPK8;GENE;PA30008;JUND;GENE;
PA283;MAPK8;GENE;PA30534;MAF;GENE;
PA283;MAPK8;GENE;PA30535;MAFB;GENE;
PA283;MAPK8;GENE;PA30538;MAFF;GENE;
PA283;MAPK8;GENE;PA30539;MAFG;GENE;
PA283;MAPK8;GENE;PA30540;MAFK;GENE;
PA283;MAPK8;GENE;PA30584;MAP2K1;GENE;
PA283;MAPK8;GENE;PA30587;MAP2K2;GENE;
PA283;MAPK8;GENE;PA30588;MAP2K3;GENE;
PA283;MAPK8;GENE;PA30589;MAP2K4;GENE;
PA283;MAPK8;GENE;PA30590;MAP2K5;GENE;
PA283;MAPK8;GENE;PA30591;MAP2K6;GENE;
PA283;MAPK8;GENE;PA31353;MYC;GENE;
PA283;MAPK8;GENE;PA31600;NFKB2;GENE;
PA283;MAPK8;GENE;PA31781;NRL;GENE;
PA283;MAPK8;GENE;PA337;STAT3;GENE;
PA283;MAPK8;GENE;PA338;STAT5A;GENE;
PA283;MAPK8;GENE;PA36042;SP1;GENE;
PA283;MAPK8;GENE;PA36183;STAT1;GENE;
PA283;MAPK8;GENE;PA36184;STAT2;GENE;
PA283;MAPK8;GENE;PA36185;STAT4;GENE;
PA283;MAPK8;GENE;PA36186;STAT5B;GENE;
PA134890823;PIK3R5;GENE;PA24684;AKT1;GENE;
PA134890823;PIK3R5;GENE;PA24686;AKT3;GENE;
PA134890823;PIK3R5;GENE;PA29457;HRH2;GENE;
PA28764;GNA11;GENE;PA27946;F2R;GENE;
PA28764;GNA11;GENE;PA27949;F2RL3;GENE;
PA28764;GNA11;GENE;PA32868;P2RY1;GENE;
PA28764;GNA11;GENE;PA33384;PLCB1;GENE;
PA28764;GNA11;GENE;PA33393;PLCG2;GENE;
PA28764;GNA11;GENE;PA348;TBXA2R;GENE;
PA134992438;CAMK1D;GENE;PA248;NFKB1;GENE;
PA134992438;CAMK1D;GENE;PA27749;ELK1;GENE;
PA134992438;CAMK1D;GENE;PA28212;FOS;GENE;
PA134992438;CAMK1D;GENE;PA296;RELA;GENE;
PA134992438;CAMK1D;GENE;PA30006;JUN;GENE;
PA134992438;CAMK1D;GENE;PA31353;MYC;GENE;
PA134992438;CAMK1D;GENE;PA31600;NFKB2;GENE;
PA134992438;CAMK1D;GENE;PA337;STAT3;GENE;
PA134992438;CAMK1D;GENE;PA338;STAT5A;GENE;
PA134992438;CAMK1D;GENE;PA36042;SP1;GENE;
PA134992438;CAMK1D;GENE;PA36183;STAT1;GENE;
PA134992438;CAMK1D;GENE;PA36184;STAT2;GENE;
PA134992438;CAMK1D;GENE;PA36185;STAT4;GENE;
PA134992438;CAMK1D;GENE;PA36186;STAT5B;GENE;
PA28212;FOS;GENE;PA134992438;CAMK1D;GENE;
PA28212;FOS;GENE;PA24684;AKT1;GENE;
PA28212;FOS;GENE;PA24685;AKT2;GENE;
PA28212;FOS;GENE;PA24686;AKT3;GENE;
PA28212;FOS;GENE;PA26048;CAMK1;GENE;
PA28212;FOS;GENE;PA26049;CAMK1G;GENE;
PA28212;FOS;GENE;PA283;MAPK8;GENE;
PA28212;FOS;GENE;PA30616;MAPK1;GENE;
PA28212;FOS;GENE;PA30621;MAPK14;GENE;
PA28212;FOS;GENE;PA30622;MAPK3;GENE;
PA28212;FOS;GENE;PA337;STAT3;GENE;
PA28212;FOS;GENE;PA33759;PRKCA;GENE;
PA28212;FOS;GENE;PA33761;PRKCB;GENE;
PA28212;FOS;GENE;PA33766;PRKCG;GENE;
PA28212;FOS;GENE;PA338;STAT5A;GENE;
PA28212;FOS;GENE;PA36183;STAT1;GENE;
PA28212;FOS;GENE;PA36184;STAT2;GENE;
PA28212;FOS;GENE;PA36185;STAT4;GENE;
PA28212;FOS;GENE;PA36186;STAT5B;GENE;
PA28212;FOS;GENE;PA90;CAMK2A;GENE;
PA28212;FOS;GENE;PA91;CAMK2B;GENE;
PA28212;FOS;GENE;PA92;CAMK2D;GENE;
PA28212;FOS;GENE;PA93;CAMK2G;GENE;
PA33766;PRKCG;GENE;PA128394595;PLCH1;GENE;
PA33766;PRKCG;GENE;PA134875646;PLCZ1;GENE;
PA33766;PRKCG;GENE;PA134914471;PLCH2;GENE;
PA33766;PRKCG;GENE;PA248;NFKB1;GENE;
PA33766;PRKCG;GENE;PA27749;ELK1;GENE;
PA33766;PRKCG;GENE;PA28212;FOS;GENE;
PA33766;PRKCG;GENE;PA296;RELA;GENE;
PA33766;PRKCG;GENE;PA30006;JUN;GENE;
PA33766;PRKCG;GENE;PA31353;MYC;GENE;
PA33766;PRKCG;GENE;PA31600;NFKB2;GENE;
PA33766;PRKCG;GENE;PA33384;PLCB1;GENE;
PA33766;PRKCG;GENE;PA33385;PLCB2;GENE;
PA33766;PRKCG;GENE;PA33386;PLCB3;GENE;
PA33766;PRKCG;GENE;PA33387;PLCB4;GENE;
PA33766;PRKCG;GENE;PA33388;PLCD1;GENE;
PA33766;PRKCG;GENE;PA33389;PLCD3;GENE;
PA33766;PRKCG;GENE;PA33390;PLCD4;GENE;
PA33766;PRKCG;GENE;PA33391;PLCE1;GENE;
PA33766;PRKCG;GENE;PA33392;PLCG1;GENE;
PA33766;PRKCG;GENE;PA33393;PLCG2;GENE;
PA33766;PRKCG;GENE;PA33394;PLCL1;GENE;
PA33766;PRKCG;GENE;PA33395;PLCL2;GENE;
PA33766;PRKCG;GENE;PA337;STAT3;GENE;
PA33766;PRKCG;GENE;PA338;STAT5A;GENE;
PA33766;PRKCG;GENE;PA34183;RAF1;GENE;
PA33766;PRKCG;GENE;PA36042;SP1;GENE;
PA33766;PRKCG;GENE;PA36183;STAT1;GENE;
PA33766;PRKCG;GENE;PA36184;STAT2;GENE;
PA33766;PRKCG;GENE;PA36185;STAT4;GENE;
PA33766;PRKCG;GENE;PA36186;STAT5B;GENE;
PA33766;PRKCG;GENE;PA39;ADRB2;GENE;
PA37093;TXNRD1;GENE;PA37091;TXN;GENE;
PA35935;SLC9A6;GENE;PA27745;ELF2;GENE;
PA33309;PIK3CB;GENE;PA24684;AKT1;GENE;
PA33309;PIK3CB;GENE;PA27844;ERBB2;GENE;
PA33309;PIK3CB;GENE;PA27846;ERBB3;GENE;
PA33309;PIK3CB;GENE;PA27847;ERBB4;GENE;
PA33309;PIK3CB;GENE;PA28180;FLT1;GENE;
PA33309;PIK3CB;GENE;PA28183;FLT4;GENE;
PA33309;PIK3CB;GENE;PA30086;KDR;GENE;
PA33309;PIK3CB;GENE;PA7360;EGFR;GENE;
PA27949;F2RL3;GENE;PA157;F2;GENE;
PA27949;F2RL3;GENE;PA174;GNAQ;GENE;
PA27949;F2RL3;GENE;PA176;GNB3;GENE;
PA27949;F2RL3;GENE;PA28764;GNA11;GENE;
PA27949;F2RL3;GENE;PA28765;GNA12;GENE;
PA27949;F2RL3;GENE;PA28766;GNA13;GENE;
PA27949;F2RL3;GENE;PA28768;GNA15;GENE;
PA134971947;P2RY12;GENE;PA172;GNAI1;GENE;
PA134971947;P2RY12;GENE;PA173;GNAI3;GENE;
PA134971947;P2RY12;GENE;PA176;GNB3;GENE;
PA134971947;P2RY12;GENE;PA24347;GNAI2;GENE;
PA35934;SLC9A5;GENE;PA27745;ELF2;GENE;
PA134983031;GPAM;GENE;PA33744;PRKAA1;GENE;
PA134983031;GPAM;GENE;PA33745;PRKAA2;GENE;
PA134983031;GPAM;GENE;PA33746;PRKAB1;GENE;
PA134983031;GPAM;GENE;PA33747;PRKAB2;GENE;
PA134983031;GPAM;GENE;PA33751;PRKAG1;GENE;
PA134983031;GPAM;GENE;PA33752;PRKAG2;GENE;
PA134983031;GPAM;GENE;PA33753;PRKAG3;GENE;
PA61;ATM;GENE;PA110;CHEK1;GENE;
PA61;ATM;GENE;PA33744;PRKAA1;GENE;
PA61;ATM;GENE;PA33745;PRKAA2;GENE;
PA61;ATM;GENE;PA33746;PRKAB1;GENE;
PA61;ATM;GENE;PA33747;PRKAB2;GENE;
PA61;ATM;GENE;PA33751;PRKAG1;GENE;
PA61;ATM;GENE;PA33752;PRKAG2;GENE;
PA61;ATM;GENE;PA33753;PRKAG3;GENE;
PA61;ATM;GENE;PA404;CHEK2;GENE;
PA30616;MAPK1;GENE;PA248;NFKB1;GENE;
PA30616;MAPK1;GENE;PA27749;ELK1;GENE;
PA30616;MAPK1;GENE;PA27902;ETS1;GENE;
PA30616;MAPK1;GENE;PA28212;FOS;GENE;
PA30616;MAPK1;GENE;PA284;MAP2K7;GENE;
PA30616;MAPK1;GENE;PA296;RELA;GENE;
PA30616;MAPK1;GENE;PA30006;JUN;GENE;
PA30616;MAPK1;GENE;PA30584;MAP2K1;GENE;
PA30616;MAPK1;GENE;PA30587;MAP2K2;GENE;
PA30616;MAPK1;GENE;PA30588;MAP2K3;GENE;
PA30616;MAPK1;GENE;PA30589;MAP2K4;GENE;
PA30616;MAPK1;GENE;PA30590;MAP2K5;GENE;
PA30616;MAPK1;GENE;PA30591;MAP2K6;GENE;
PA30616;MAPK1;GENE;PA31353;MYC;GENE;
PA30616;MAPK1;GENE;PA31600;NFKB2;GENE;
PA30616;MAPK1;GENE;PA337;STAT3;GENE;
PA30616;MAPK1;GENE;PA33748;PRKACA;GENE;
PA30616;MAPK1;GENE;PA33749;PRKACB;GENE;
PA30616;MAPK1;GENE;PA33750;PRKACG;GENE;
PA30616;MAPK1;GENE;PA338;STAT5A;GENE;
PA30616;MAPK1;GENE;PA36042;SP1;GENE;
PA30616;MAPK1;GENE;PA36111;SRC;GENE;
PA30616;MAPK1;GENE;PA36183;STAT1;GENE;
PA30616;MAPK1;GENE;PA36184;STAT2;GENE;
PA30616;MAPK1;GENE;PA36185;STAT4;GENE;
PA30616;MAPK1;GENE;PA36186;STAT5B;GENE;
PA30616;MAPK1;GENE;PA40;GRK2;GENE;
PA30616;MAPK1;GENE;PA41;GRK3;GENE;
PA30616;MAPK1;GENE;PA59;ARRB1;GENE;
PA30616;MAPK1;GENE;PA60;ARRB2;GENE;
PA30616;MAPK1;GENE;PA62;ATP1A1;GENE;
PA35929;SLC9A2;GENE;PA27745;ELF2;GENE;
PA34861;RRAS;GENE;PA24928;ARAF;GENE;
PA34861;RRAS;GENE;PA25408;BRAF;GENE;
PA34861;RRAS;GENE;PA30592;MAP3K1;GENE;
PA34861;RRAS;GENE;PA34183;RAF1;GENE;
PA34861;RRAS;GENE;PA7360;EGFR;GENE;
PA26094;CASP9;GENE;PA134981636;CYCS;GENE;
PA26094;CASP9;GENE;PA26087;CASP3;GENE;
PA28778;GNB2;GENE;PA33384;PLCB1;GENE;
PA28778;GNB2;GENE;PA33385;PLCB2;GENE;
PA28778;GNB2;GENE;PA33386;PLCB3;GENE;
PA28778;GNB2;GENE;PA33387;PLCB4;GENE;
PA41;GRK3;GENE;PA30616;MAPK1;GENE;
PA41;GRK3;GENE;PA39;ADRB2;GENE;
PA41;GRK3;GENE;PA62;ATP1A1;GENE;
PA33305;PIK3C2B;GENE;PA134941638;FGFR1OP;GENE;
PA33305;PIK3C2B;GENE;PA134972108;FGFR1OP2;GENE;
PA33305;PIK3C2B;GENE;PA24684;AKT1;GENE;
PA33305;PIK3C2B;GENE;PA24685;AKT2;GENE;
PA33305;PIK3C2B;GENE;PA24686;AKT3;GENE;
PA33305;PIK3C2B;GENE;PA28127;FGFR1;GENE;
PA33305;PIK3C2B;GENE;PA28128;FGFR2;GENE;
PA33305;PIK3C2B;GENE;PA28129;FGFR3;GENE;
PA33305;PIK3C2B;GENE;PA28130;FGFR4;GENE;
PA33305;PIK3C2B;GENE;PA28131;FGFR3P1;GENE;
PA33305;PIK3C2B;GENE;PA28132;FGFRL1;GENE;
PA33305;PIK3C2B;GENE;PA28180;FLT1;GENE;
PA33305;PIK3C2B;GENE;PA28183;FLT4;GENE;
PA33305;PIK3C2B;GENE;PA29457;HRH2;GENE;
PA33305;PIK3C2B;GENE;PA30086;KDR;GENE;
PA30623;MAPK4;GENE;PA284;MAP2K7;GENE;
PA30623;MAPK4;GENE;PA30584;MAP2K1;GENE;
PA30623;MAPK4;GENE;PA30587;MAP2K2;GENE;
PA30623;MAPK4;GENE;PA30588;MAP2K3;GENE;
PA30623;MAPK4;GENE;PA30589;MAP2K4;GENE;
PA30623;MAPK4;GENE;PA30590;MAP2K5;GENE;
PA30623;MAPK4;GENE;PA30591;MAP2K6;GENE;
PA36111;SRC;GENE;PA30616;MAPK1;GENE;
PA36111;SRC;GENE;PA59;ARRB1;GENE;
PA36111;SRC;GENE;PA60;ARRB2;GENE;
PA36198;STK11;GENE;PA33744;PRKAA1;GENE;
PA36198;STK11;GENE;PA33745;PRKAA2;GENE;
PA36198;STK11;GENE;PA33746;PRKAB1;GENE;
PA36198;STK11;GENE;PA33747;PRKAB2;GENE;
PA36198;STK11;GENE;PA33751;PRKAG1;GENE;
PA36198;STK11;GENE;PA33752;PRKAG2;GENE;
PA36198;STK11;GENE;PA33753;PRKAG3;GENE;
PA34633;ROS1;GENE;PA24719;ALK;GENE;
PA33129;PDE4B;GENE;PA59;ARRB1;GENE;
PA33129;PDE4B;GENE;PA60;ARRB2;GENE;
PA30539;MAFG;GENE;PA283;MAPK8;GENE;
PA30539;MAFG;GENE;PA30621;MAPK14;GENE;
PA36042;SP1;GENE;PA134992438;CAMK1D;GENE;
PA36042;SP1;GENE;PA24684;AKT1;GENE;
PA36042;SP1;GENE;PA24685;AKT2;GENE;
PA36042;SP1;GENE;PA24686;AKT3;GENE;
PA36042;SP1;GENE;PA26048;CAMK1;GENE;
PA36042;SP1;GENE;PA26049;CAMK1G;GENE;
PA36042;SP1;GENE;PA283;MAPK8;GENE;
PA36042;SP1;GENE;PA30616;MAPK1;GENE;
PA36042;SP1;GENE;PA30622;MAPK3;GENE;
PA36042;SP1;GENE;PA337;STAT3;GENE;
PA36042;SP1;GENE;PA33759;PRKCA;GENE;
PA36042;SP1;GENE;PA33761;PRKCB;GENE;
PA36042;SP1;GENE;PA33766;PRKCG;GENE;
PA36042;SP1;GENE;PA338;STAT5A;GENE;
PA36042;SP1;GENE;PA36183;STAT1;GENE;
PA36042;SP1;GENE;PA36184;STAT2;GENE;
PA36042;SP1;GENE;PA36185;STAT4;GENE;
PA36042;SP1;GENE;PA36186;STAT5B;GENE;
PA36042;SP1;GENE;PA90;CAMK2A;GENE;
PA36042;SP1;GENE;PA91;CAMK2B;GENE;
PA36042;SP1;GENE;PA92;CAMK2D;GENE;
PA36042;SP1;GENE;PA93;CAMK2G;GENE;
PA28789;GNG7;GENE;PA33384;PLCB1;GENE;
PA28789;GNG7;GENE;PA33385;PLCB2;GENE;
PA28789;GNG7;GENE;PA33386;PLCB3;GENE;
PA28789;GNG7;GENE;PA33387;PLCB4;GENE;
PA37242;USP18;GENE;PA36184;STAT2;GENE;
PA134981636;CYCS;GENE;PA26094;CASP9;GENE;
PA35928;SLC9A1;GENE;PA27745;ELF2;GENE;
PA33391;PLCE1;GENE;PA26097;CASR;GENE;
PA33391;PLCE1;GENE;PA33759;PRKCA;GENE;
PA33391;PLCE1;GENE;PA33761;PRKCB;GENE;
PA33391;PLCE1;GENE;PA33766;PRKCG;GENE;
PA33391;PLCE1;GENE;PA33767;PRKCH;GENE;
PA33391;PLCE1;GENE;PA33768;PRKCI;GENE;
PA33391;PLCE1;GENE;PA33771;PRKD1;GENE;
PA33391;PLCE1;GENE;PA33775;PRKCZ;GENE;
PA27745;ELF2;GENE;PA316;SLC9A3;GENE;
PA27745;ELF2;GENE;PA35928;SLC9A1;GENE;
PA27745;ELF2;GENE;PA35929;SLC9A2;GENE;
PA27745;ELF2;GENE;PA35930;SLC9A3P1;GENE;
PA27745;ELF2;GENE;PA35931;SLC9A3R1;GENE;
PA27745;ELF2;GENE;PA35932;SLC9A3R2;GENE;
PA27745;ELF2;GENE;PA35933;SLC9A4;GENE;
PA27745;ELF2;GENE;PA35934;SLC9A5;GENE;
PA27745;ELF2;GENE;PA35935;SLC9A6;GENE;
PA27745;ELF2;GENE;PA39;ADRB2;GENE;
PA37423;XRCC4;GENE;PA29116;H2AFX;GENE;
PA28825;GP9;GENE;PA26716;COL3A1;GENE;
PA28825;GP9;GENE;PA26717;COL4A1;GENE;
PA28825;GP9;GENE;PA26718;COL4A2;GENE;
