Gene_ID;Gene;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA124;CYP2C19;GENE;PA166160048;LACOSAMIDE;CHEMICAL;
PA124;CYP2C19;GENE;PA166163659;N-DESMETHYLCLOZAPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA166169929;NORCLOBAZAM;CHEMICAL;
PA124;CYP2C19;GENE;PA166178641;ANDROSTENEDIONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166180939;PHENAZEPAM;CHEMICAL;PD
PA124;CYP2C19;GENE;PA166186301;NORMEPERIDINE;CHEMICAL;
PA124;CYP2C19;GENE;PA166226561;HYDROXYBUPROPION;CHEMICAL;
PA124;CYP2C19;GENE;PA166268761;BELZUTIFAN;CHEMICAL;
PA124;CYP2C19;GENE;PA166272921;ABROCITINIB;CHEMICAL;
PA124;CYP2C19;GENE;PA166272922;MAVACAMTEN;CHEMICAL;
PA124;CYP2C19;GENE;PA166318222;6BETA-HYDROXYTESTOSTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166318241;16ALPHA-HYDROXYTESTOSTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166318261;11ALPHA-HYDROXYTESTOSTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166318321;16ALPHA-HYDROXYPROGESTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166318342;11A-HYDROXYPROGESTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166318343;6BETA-HYDROXYPROGESTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA166318362;DESOXYCORTONE;CHEMICAL;
PA124;CYP2C19;GENE;PA448385;AMITRIPTYLINE;CHEMICAL;
PA124;CYP2C19;GENE;PA448406;AMOXICILLIN;CHEMICAL;
PA124;CYP2C19;GENE;PA448497;ASPIRIN;CHEMICAL;
PA124;CYP2C19;GENE;PA448500;ATORVASTATIN;CHEMICAL;
PA124;CYP2C19;GENE;PA448687;BUPROPION;CHEMICAL;
PA124;CYP2C19;GENE;PA448689;BUSPIRONE;CHEMICAL;
PA124;CYP2C19;GENE;PA448691;BUSULFAN;CHEMICAL;
PA124;CYP2C19;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA448809;CARISOPRODOL;CHEMICAL;
PA124;CYP2C19;GENE;PA448871;CELECOXIB;CHEMICAL;
PA124;CYP2C19;GENE;PA448927;CHLORAMPHENICOL;CHEMICAL;
PA124;CYP2C19;GENE;PA449001;CIMETIDINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449015;CITALOPRAM;CHEMICAL;PD
PA124;CYP2C19;GENE;PA449048;CLOMIPRAMINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA124;CYP2C19;GENE;PA449061;CLOZAPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA449233;DESIPRAMINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449283;DIAZEPAM;CHEMICAL;
PA124;CYP2C19;GENE;PA449409;DOXEPIN;CHEMICAL;
PA124;CYP2C19;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA124;CYP2C19;GENE;PA449441;EFAVIRENZ;CHEMICAL;
PA124;CYP2C19;GENE;PA449590;FELBAMATE;CHEMICAL;
PA124;CYP2C19;GENE;PA449653;FLUCONAZOLE;CHEMICAL;
PA124;CYP2C19;GENE;PA449673;FLUOXETINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449690;FLUVOXAMINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449932;HYDROXYPROGESTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA449957;IBUPROFEN;CHEMICAL;
PA124;CYP2C19;GENE;PA449969;IMIPRAMINE;CHEMICAL;
PA124;CYP2C19;GENE;PA449982;INDOMETHACIN;CHEMICAL;
PA124;CYP2C19;GENE;PA450112;ISONIAZID;CHEMICAL;PD
PA124;CYP2C19;GENE;PA450146;KETOCONAZOLE;CHEMICAL;
PA124;CYP2C19;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450180;LANSOPRAZOLE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA450192;LEFLUNOMIDE;CHEMICAL;
PA124;CYP2C19;GENE;PA450373;MEPHENYTOIN;CHEMICAL;PD
PA124;CYP2C19;GENE;PA450374;METHYLPHENOBARBITAL;CHEMICAL;
PA124;CYP2C19;GENE;PA450401;METHADONE;CHEMICAL;
PA124;CYP2C19;GENE;PA450522;MIRTAZAPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450530;MODAFINIL;CHEMICAL;
PA124;CYP2C19;GENE;PA450606;NELFINAVIR;CHEMICAL;
PA124;CYP2C19;GENE;PA450616;NEVIRAPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450651;NORETHINDRONE;CHEMICAL;
PA124;CYP2C19;GENE;PA450657;NORTRIPTYLINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450688;OLANZAPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450704;OMEPRAZOLE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA450731;OXAZEPAM;CHEMICAL;
PA124;CYP2C19;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450741;OXYCODONE;CHEMICAL;
PA124;CYP2C19;GENE;PA450774;PANTOPRAZOLE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA450801;PAROXETINE;CHEMICAL;
PA124;CYP2C19;GENE;PA450911;PHENOBARBITAL;CHEMICAL;
PA124;CYP2C19;GENE;PA450921;PHENPROCOUMON;CHEMICAL;
PA124;CYP2C19;GENE;PA450947;PHENYTOIN;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451100;PREDNISONE;CHEMICAL;
PA124;CYP2C19;GENE;PA451123;PROGESTERONE;CHEMICAL;
PA124;CYP2C19;GENE;PA451124;PROGUANIL;CHEMICAL;
PA124;CYP2C19;GENE;PA451182;PYRAZINAMIDE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451201;QUETIAPINE;CHEMICAL;
PA124;CYP2C19;GENE;PA451216;RABEPRAZOLE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451250;RIFAMPIN;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451257;RISPERIDONE;CHEMICAL;
PA124;CYP2C19;GENE;PA451333;SERTRALINE;CHEMICAL;
PA124;CYP2C19;GENE;PA451578;TACROLIMUS;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451581;TAMOXIFEN;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451608;TEMAZEPAM;CHEMICAL;
PA124;CYP2C19;GENE;PA451686;TICLOPIDINE;CHEMICAL;
PA124;CYP2C19;GENE;PA451718;TOLBUTAMIDE;CHEMICAL;
PA124;CYP2C19;GENE;PA451728;TOPIRAMATE;CHEMICAL;
PA124;CYP2C19;GENE;PA451741;TRANYLCYPROMINE;CHEMICAL;
PA124;CYP2C19;GENE;PA451744;TRAZODONE;CHEMICAL;
PA124;CYP2C19;GENE;PA451791;TRIMIPRAMINE;CHEMICAL;
PA124;CYP2C19;GENE;PA451799;TROGLITAZONE;CHEMICAL;
PA124;CYP2C19;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451866;VENLAFAXINE;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA124;CYP2C19;GENE;PA451974;ZIPRASIDONE;CHEMICAL;
PA124;CYP2C19;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;
PA124;CYP2C19;GENE;PA452615;MOCLOBEMIDE;CHEMICAL;
PA124;CYP2C19;GENE;PA452621;ANTINEOPLASTIC AGENTS;CHEMICAL;
PA124;CYP2C19;GENE;PA452632;ACENOCOUMAROL;CHEMICAL;
PA24757;AMACR;GENE;PA166160055;CHOLIC ACID;CHEMICAL;
PA24757;AMACR;GENE;PA449957;IBUPROFEN;CHEMICAL;
PA134920655;ADAMTSL2;GENE;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA73;ATP7B;GENE;PA150481189;TAXANES;CHEMICAL;PD
PA73;ATP7B;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA73;ATP7B;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA73;ATP7B;GENE;PA449212;DAUNORUBICIN;CHEMICAL;
PA252;NOS1;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA252;NOS1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA252;NOS1;GENE;PA449476;EPIRUBICIN;CHEMICAL;PD
PA252;NOS1;GENE;PA449957;IBUPROFEN;CHEMICAL;
PA33308;PIK3CA;GENE;PA152241907;LAPATINIB;CHEMICAL;
PA33308;PIK3CA;GENE;PA166184523;ALPELISIB;CHEMICAL;
PA33308;PIK3CA;GENE;PA166328761;CAPIVASERTIB;CHEMICAL;
PA33308;PIK3CA;GENE;PA166400101;INAVOLISIB;CHEMICAL;
PA33308;PIK3CA;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA33308;PIK3CA;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA33308;PIK3CA;GENE;PA449383;DOCETAXEL;CHEMICAL;PD
PA33308;PIK3CA;GENE;PA451743;TRASTUZUMAB;CHEMICAL;
PA134992686;YEATS4;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA34163;RAC2;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA34163;RAC2;GENE;PA449961;IDARUBICIN;CHEMICAL;PD
PA27856;EREG;GENE;PA10040;CETUXIMAB;CHEMICAL;
PA27856;EREG;GENE;PA162373091;PANITUMUMAB;CHEMICAL;
PA293;PTGS2;GENE;PA10226;VALDECOXIB;CHEMICAL;
PA293;PTGS2;GENE;PA10384;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;CHEMICAL;
PA293;PTGS2;GENE;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA293;PTGS2;GENE;PA137179528;NIMESULIDE;CHEMICAL;
PA293;PTGS2;GENE;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;
PA293;PTGS2;GENE;PA164712669;COXIBS;CHEMICAL;
PA293;PTGS2;GENE;PA164769031;LUMIRACOXIB;CHEMICAL;
PA293;PTGS2;GENE;PA164776853;ETORICOXIB;CHEMICAL;
PA293;PTGS2;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA293;PTGS2;GENE;PA448499;ATENOLOL;CHEMICAL;PD
PA293;PTGS2;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA293;PTGS2;GENE;PA448871;CELECOXIB;CHEMICAL;
PA293;PTGS2;GENE;PA449293;DICLOFENAC;CHEMICAL;
PA293;PTGS2;GENE;PA449550;ETODOLAC;CHEMICAL;
PA293;PTGS2;GENE;PA449957;IBUPROFEN;CHEMICAL;PD
PA293;PTGS2;GENE;PA449982;INDOMETHACIN;CHEMICAL;
PA293;PTGS2;GENE;PA450353;MELOXICAM;CHEMICAL;
PA293;PTGS2;GENE;PA450595;NAPROXEN;CHEMICAL;
PA293;PTGS2;GENE;PA451268;ROFECOXIB;CHEMICAL;PD
PA26214;CD38;GENE;PA166224941;ISATUXIMAB;CHEMICAL;
PA38335;ZDHHC7;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA31802;NT5C3A;GENE;PA449177;CYTARABINE;CHEMICAL;PD
PA31802;NT5C3A;GENE;PA449748;GEMCITABINE;CHEMICAL;
PA31802;NT5C3A;GENE;PA449961;IDARUBICIN;CHEMICAL;PD
PA134935109;IL23R;GENE;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA134935109;IL23R;GENE;PA448515;AZATHIOPRINE;CHEMICAL;
PA134935109;IL23R;GENE;PA448871;CELECOXIB;CHEMICAL;PD
PA30625;MAPK7;GENE;PA7000;SORAFENIB;CHEMICAL;
PA142672117;CHIA;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA29986;JAG1;GENE;PA166268803;MARALIXIBAT;CHEMICAL;
PA29986;JAG1;GENE;PA166268805;ODEVIXIBAT;CHEMICAL;
PA241;KMT2A;GENE;PA166400121;REVUMENIB;CHEMICAL;
PA142672077;CRISPLD2;GENE;PA449247;DEXAMETHASONE;CHEMICAL;
PA163;FGB;GENE;PA448006;ABCIXIMAB;CHEMICAL;
PA163;FGB;GENE;PA449483;EPTIFIBATIDE;CHEMICAL;
PA163;FGB;GENE;PA451698;TIROFIBAN;CHEMICAL;
PA29555;HTR3A;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA29555;HTR3A;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA31328;MUTYH;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA31328;MUTYH;GENE;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA31328;MUTYH;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA31328;MUTYH;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA130546913;CACNA2D4;GENE;PA448871;CELECOXIB;CHEMICAL;
PA162403847;SLC47A2;GENE;PA450395;METFORMIN;CHEMICAL;PD
PA29841;CXCL8;GENE;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA29841;CXCL8;GENE;PA162372840;SUNITINIB;CHEMICAL;PD
PA29841;CXCL8;GENE;PA165291492;PAZOPANIB;CHEMICAL;
PA33110;PDCD1;GENE;PA166169883;DURVALUMAB;CHEMICAL;
PA35081;HLA-E;GENE;PA10004;ADALIMUMAB;CHEMICAL;PD
PA35081;HLA-E;GENE;PA165107055;CERTOLIZUMAB PEGOL;CHEMICAL;PD
PA35081;HLA-E;GENE;PA449515;ETANERCEPT;CHEMICAL;PD
PA35081;HLA-E;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA35081;HLA-E;GENE;PA452347;GLUCOCORTICOIDS;CHEMICAL;PD
PA35081;HLA-E;GENE;PA452639;INFLIXIMAB;CHEMICAL;PD
PA162402461;SCAP;GENE;PA448500;ATORVASTATIN;CHEMICAL;
PA162402461;SCAP;GENE;PA451363;SIMVASTATIN;CHEMICAL;PD
PA30630;MAPK9;GENE;PA7000;SORAFENIB;CHEMICAL;
PA33524;POM121L2;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA166048998;ARHGEF28;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA134942730;KRTAP10-4;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA134942730;KRTAP10-4;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA24583;ADORA1;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA26008;CACNA1B;GENE;PA448871;CELECOXIB;CHEMICAL;
PA35895;SLC4A1;GENE;PA448499;ATENOLOL;CHEMICAL;PD
PA35895;SLC4A1;GENE;PA450480;METOPROLOL;CHEMICAL;PD
PA285;PTGDR;GENE;PA166129564;LAROPIPRANT;CHEMICAL;
PA285;PTGDR;GENE;PA449247;DEXAMETHASONE;CHEMICAL;
PA164718734;DDRGK1;GENE;PA448515;AZATHIOPRINE;CHEMICAL;PD
PA26287;CDH13;GENE;PA7000;SORAFENIB;CHEMICAL;PD
PA31783;NRP1;GENE;PA164746012;RANIBIZUMAB;CHEMICAL;PD
PA434;TNFSF13B;GENE;PA166114904;BELIMUMAB;CHEMICAL;
PA29498;HSPA1A;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA28973;GRIK1;GENE;PA451728;TOPIRAMATE;CHEMICAL;PD
PA164717802;CDKN2B-AS1;GENE;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;PD
PA28489;GABRA1;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA28489;GABRA1;GENE;PA450947;PHENYTOIN;CHEMICAL;PD
PA28489;GABRA1;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA31944;OPRL1;GENE;PA450401;METHADONE;CHEMICAL;PD
PA31944;OPRL1;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA162405776;THSD7B;GENE;PA448073;ETHANOL;CHEMICAL;PD
PA25106;ATP2A3;GENE;PA448871;CELECOXIB;CHEMICAL;
PA35900;SLC4A8;GENE;PA448073;ETHANOL;CHEMICAL;PD
PA94;CCNA2;GENE;PA451581;TAMOXIFEN;CHEMICAL;
PA25804;TRIB3;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA29785;IL12B;GENE;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA29785;IL12B;GENE;PA166048654;USTEKINUMAB;CHEMICAL;PD
PA25897;C3;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA28063;FCGR2A;GENE;PA10004;ADALIMUMAB;CHEMICAL;PD
PA28063;FCGR2A;GENE;PA10040;CETUXIMAB;CHEMICAL;PD
PA28063;FCGR2A;GENE;PA166235241;MARGETUXIMAB;CHEMICAL;
PA28063;FCGR2A;GENE;PA449515;ETANERCEPT;CHEMICAL;PD
PA28063;FCGR2A;GENE;PA451261;RITUXIMAB;CHEMICAL;PD
PA28063;FCGR2A;GENE;PA451743;TRASTUZUMAB;CHEMICAL;PD
PA28063;FCGR2A;GENE;PA452639;INFLIXIMAB;CHEMICAL;PD
PA27941;F11;GENE;PA452637;HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE;CHEMICAL;PD
PA30196;KRAS;GENE;PA10040;CETUXIMAB;CHEMICAL;PD
PA30196;KRAS;GENE;PA162373091;PANITUMUMAB;CHEMICAL;PD
PA30196;KRAS;GENE;PA165946873;VEMURAFENIB;CHEMICAL;
PA30196;KRAS;GENE;PA166114911;DABRAFENIB;CHEMICAL;
PA30196;KRAS;GENE;PA166114943;REGORAFENIB;CHEMICAL;
PA30196;KRAS;GENE;PA166115364;TRAMETINIB;CHEMICAL;
PA30196;KRAS;GENE;PA166179872;ENCORAFENIB;CHEMICAL;
PA30196;KRAS;GENE;PA166184558;RAMUCIRUMAB;CHEMICAL;
PA30196;KRAS;GENE;PA166184566;TIPIRACIL / TRIFLURIDINE;CHEMICAL;
PA30196;KRAS;GENE;PA166225141;TUCATINIB;CHEMICAL;
PA30196;KRAS;GENE;PA166246421;ADAGRASIB;CHEMICAL;
PA30196;KRAS;GENE;PA166246441;SOTORASIB;CHEMICAL;
PA30196;KRAS;GENE;PA166328842;FRUQUINTINIB;CHEMICAL;
PA30196;KRAS;GENE;PA451996;AZACITIDINE;CHEMICAL;
PA28129;FGFR3;GENE;PA164924492;BRIVANIB;CHEMICAL;
PA28129;FGFR3;GENE;PA166182720;ERDAFITINIB;CHEMICAL;
PA134936640;ACY3;GENE;PA448641;BISOPROLOL;CHEMICAL;PD
PA26817;CPA2;GENE;PA448492;ASPARAGINASE;CHEMICAL;PD
PA25263;PRRC2A;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA25263;PRRC2A;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA25263;PRRC2A;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA30475;LTB;GENE;PA448004;ABACAVIR;CHEMICAL;PD
PA37303;VEGFB;GENE;PA130232992;BEVACIZUMAB;CHEMICAL;
PA37303;VEGFB;GENE;PA166118342;AFLIBERCEPT;CHEMICAL;
PA37303;VEGFB;GENE;PA7000;SORAFENIB;CHEMICAL;PD
PA138;DCTD;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA162403775;SLC46A1;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA132;CYP7A1;GENE;PA166160055;CHOLIC ACID;CHEMICAL;
PA132;CYP7A1;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA31699;NPC1L1;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA27830;EPHX2;GENE;PA450243;LITHIUM;CHEMICAL;PD
PA144596484;C11ORF65;GENE;PA450395;METFORMIN;CHEMICAL;PD
PA29283;HIF1A;GENE;PA164924493;AXITINIB;CHEMICAL;PD
PA29283;HIF1A;GENE;PA7000;SORAFENIB;CHEMICAL;PD
PA38718;PIGM;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA27101;CYP2A13;GENE;PA134521193;COUMARIN;CHEMICAL;
PA27101;CYP2A13;GENE;PA166181759;NNK;CHEMICAL;
PA27101;CYP2A13;GENE;PA450626;NICOTINE;CHEMICAL;PD
PA137;DCK;GENE;PA449177;CYTARABINE;CHEMICAL;PD
PA137;DCK;GENE;PA449212;DAUNORUBICIN;CHEMICAL;
PA137;DCK;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA137;DCK;GENE;PA449961;IDARUBICIN;CHEMICAL;PD
PA137;DCK;GENE;PA450163;LAMIVUDINE;CHEMICAL;
PA299;RRM2;GENE;PA449027;CLADRIBINE;CHEMICAL;PD
PA299;RRM2;GENE;PA449177;CYTARABINE;CHEMICAL;PD
PA25442;BTC;GENE;PA10040;CETUXIMAB;CHEMICAL;
PA25442;BTC;GENE;PA162373091;PANITUMUMAB;CHEMICAL;
PA27335;DIAPH3;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA31331;MVK;GENE;PA448082;ALENDRONATE;CHEMICAL;PD
PA33753;PRKAG3;GENE;PA450395;METFORMIN;CHEMICAL;
PA30886;MMP3;GENE;PA448970;CHLORTHALIDONE;CHEMICAL;PD
PA30886;MMP3;GENE;PA450242;LISINOPRIL;CHEMICAL;PD
PA30886;MMP3;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA134976472;SLC29A4;GENE;PA450395;METFORMIN;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA164712499;ANTITHYROID PREPARATIONS;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA164712708;DRUGS FOR TREATMENT OF TUBERCULOSIS;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA164712830;INFLUENZA VACCINES;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA164742987;CLAVULANATE;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA164760860;PEGASPARGASE;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA164769031;LUMIRACOXIB;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA164781042;FLUCLOXACILLIN;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA166123566;BUCILLAMINE;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA166152829;FLUPIRTINE;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA448004;ABACAVIR;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA448015;ACETAMINOPHEN;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA448406;AMOXICILLIN;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA448497;ASPIRIN;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA449061;CLOZAPINE;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA450616;NEVIRAPINE;CHEMICAL;PD
PA35068;HLA-DQB1;GENE;PA451686;TICLOPIDINE;CHEMICAL;
PA35068;HLA-DQB1;GENE;PA452639;INFLIXIMAB;CHEMICAL;PD
PA33367;PLA2G6;GENE;PA449552;ETOPOSIDE;CHEMICAL;
PA33799;PROC;GENE;PA165290928;DROSPIRENONE / ETHINYL ESTRADIOL;CHEMICAL;
PA33799;PROC;GENE;PA165290929;ETHINYL ESTRADIOL / NORELGESTROMIN;CHEMICAL;
PA33799;PROC;GENE;PA166179849;AVATROMBOPAG;CHEMICAL;
PA33799;PROC;GENE;PA166182748;LUSUTROMBOPAG;CHEMICAL;
PA33799;PROC;GENE;PA166190221;ESTRADIOL / PROGESTERONE;CHEMICAL;
PA33799;PROC;GENE;PA166238763;SYNTHETIC CONJUGATED ESTROGENS, A;CHEMICAL;
PA33799;PROC;GENE;PA166397682;RELUGOLIX / ESTRADIOL / NORETHINDRONE ACETATE;CHEMICAL;
PA33799;PROC;GENE;PA450921;PHENPROCOUMON;CHEMICAL;PD
PA33799;PROC;GENE;PA451906;WARFARIN;CHEMICAL;
PA134;CYP11B2;GENE;PA448561;BENAZEPRIL;CHEMICAL;PD
PA134;CYP11B2;GENE;PA448765;CANDESARTAN;CHEMICAL;PD
PA134;CYP11B2;GENE;PA452640;IMIDAPRIL;CHEMICAL;PD
PA201094;FOXP3;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA201094;FOXP3;GENE;PA451578;TACROLIMUS;CHEMICAL;PD
PA31776;NRG1;GENE;PA10040;CETUXIMAB;CHEMICAL;
PA31776;NRG1;GENE;PA162373091;PANITUMUMAB;CHEMICAL;
PA31776;NRG1;GENE;PA166400161;ZENOCUTUZUMAB;CHEMICAL;
PA31776;NRG1;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA36593;TNFAIP3;GENE;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA36593;TNFAIP3;GENE;PA166048654;USTEKINUMAB;CHEMICAL;PD
PA36593;TNFAIP3;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA33668;PPP2R2A;GENE;PA164920420;OLAPARIB;CHEMICAL;
PA25382;BMP5;GENE;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA33608;PPOX;GENE;PA166190681;GIVOSIRAN;CHEMICAL;
PA38102;SLC22A9;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA134944221;PERP;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA134944221;PERP;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA134944221;PERP;GENE;PA449476;EPIRUBICIN;CHEMICAL;PD
PA162379942;MSANTD1;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA331;SLC22A2;GENE;PA10323;L-TRYPTOPHAN;CHEMICAL;
PA331;SLC22A2;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA331;SLC22A2;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA331;SLC22A2;GENE;PA166123389;FAMPRIDINE;CHEMICAL;
PA331;SLC22A2;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA331;SLC22A2;GENE;PA450163;LAMIVUDINE;CHEMICAL;
PA331;SLC22A2;GENE;PA450395;METFORMIN;CHEMICAL;
PA28591;GBA;GENE;PA166115366;VELAGLUCERASE ALFA;CHEMICAL;
PA27847;ERBB4;GENE;PA131301952;GEFITINIB;CHEMICAL;
PA27847;ERBB4;GENE;PA134687924;ERLOTINIB;CHEMICAL;
PA27847;ERBB4;GENE;PA152241907;LAPATINIB;CHEMICAL;
PA27847;ERBB4;GENE;PA163518919;PALIPERIDONE;CHEMICAL;
PA29196;HAS3;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA31533;NEDD4;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA127;CYP2C18;GENE;PA452632;ACENOCOUMAROL;CHEMICAL;
PA38397;SLC19A3;GENE;PA450395;METFORMIN;CHEMICAL;
