Chemical_ID;Chemical;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA451257;RISPERIDONE;CHEMICAL;PA142671159;PPA2;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA145148084;SH2B1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA162379942;MSANTD1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA164741646;HTT;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA192;HTR1A;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA193;HTR2A;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA194;HTR2C;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA228;LEP;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA24684;AKT1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA26681;CNR1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA267;ABCB1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA27093;CYP1A2;GENE;
PA451257;RISPERIDONE;CHEMICAL;PA27094;CYP1B1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA27478;DRD2;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA27479;DRD3;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA27832;EPM2A;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA27955;FAAH;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA28971;GRID2;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA28980;GRIN2B;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA28992;GRM3;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA28996;GRM7;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA29458;HRH3;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA30676;MC4R;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA312;SLC6A4;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA33500;POLG;GENE;
PA451257;RISPERIDONE;CHEMICAL;PA34323;RELN;GENE;
PA451257;RISPERIDONE;CHEMICAL;PA34375;RGS4;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA35055;HLA-A;GENE;
PA451257;RISPERIDONE;CHEMICAL;PA35056;HLA-B;GENE;
PA451257;RISPERIDONE;CHEMICAL;PA36532;TJP1;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA36601;TNFRSF11A;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37174;UGT1A10;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37178;UGT1A3;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37179;UGT1A4;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37180;UGT1A5;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37181;UGT1A6;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37182;UGT1A7;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA37183;UGT1A8;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA378;NR1I2;GENE;
PA451257;RISPERIDONE;CHEMICAL;PA39;ADRB2;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA419;UGT1A9;GENE;PD
PA451257;RISPERIDONE;CHEMICAL;PA420;UGT1A1;GENE;PD
PA166182748;LUSUTROMBOPAG;CHEMICAL;PA157;F2;GENE;
PA166182748;LUSUTROMBOPAG;CHEMICAL;PA159;F5;GENE;
PA166182748;LUSUTROMBOPAG;CHEMICAL;PA33799;PROC;GENE;
PA166182748;LUSUTROMBOPAG;CHEMICAL;PA33809;PROS1;GENE;
PA166182748;LUSUTROMBOPAG;CHEMICAL;PA35026;SERPINC1;GENE;
PA162630444;ESZOPICLONE;CHEMICAL;PA131;CYP3A5;GENE;
PA451999;INTERFERONS;CHEMICAL;PA134952671;IFNL3;GENE;PD
PA451999;INTERFERONS;CHEMICAL;PA166049147;IFNL4;GENE;PD
PA451999;INTERFERONS;CHEMICAL;PA25302;BCL2;GENE;PD
PA451999;INTERFERONS;CHEMICAL;PA29802;IL18;GENE;PD
PA451999;INTERFERONS;CHEMICAL;PA337;STAT3;GENE;PD
PA451999;INTERFERONS;CHEMICAL;PA35056;HLA-B;GENE;
PA166181759;NNK;CHEMICAL;PA27101;CYP2A13;GENE;
PA166176033;EFAVIRENZ / EMTRICITABINE / TENOFOVIR DISOPROXIL;CHEMICAL;PA123;CYP2B6;GENE;
PA449171;CYSTEAMINE;CHEMICAL;PA109;CFTR;GENE;PD
PA166400181;OLEZARSEN;CHEMICAL;PA232;LPL;GENE;
PA152031327;GELDANAMYCIN;CHEMICAL;PA7360;EGFR;GENE;PD
PA450369;MEPERIDINE;CHEMICAL;PA123;CYP2B6;GENE;
PA450369;MEPERIDINE;CHEMICAL;PA131;CYP3A5;GENE;
PA450369;MEPERIDINE;CHEMICAL;PA134875694;FIP1L1;GENE;PD
PA450369;MEPERIDINE;CHEMICAL;PA38698;SERINC5;GENE;PD
PA451718;TOLBUTAMIDE;CHEMICAL;PA124;CYP2C19;GENE;
PA451718;TOLBUTAMIDE;CHEMICAL;PA126;CYP2C9;GENE;
PA451718;TOLBUTAMIDE;CHEMICAL;PA28469;G6PD;GENE;
PA166252761;FOSDENOPTERIN;CHEMICAL;PA30900;MOCS1;GENE;
PA449894;HYDRALAZINE;CHEMICAL;PA18;NAT2;GENE;PD
PA449894;HYDRALAZINE;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA451168;PROTRIPTYLINE;CHEMICAL;PA128;CYP2D6;GENE;
PA450386;MESORIDAZINE;CHEMICAL;PA27112;CYP2J2;GENE;
PA164713217;PYRAZOLONES;CHEMICAL;PA271;PLA2G4A;GENE;PD
PA164713217;PYRAZOLONES;CHEMICAL;PA33392;PLCG1;GENE;PD
PA164713217;PYRAZOLONES;CHEMICAL;PA36601;TNFRSF11A;GENE;PD
PA448018;ACETAZOLAMIDE;CHEMICAL;PA35056;HLA-B;GENE;PD
PA449092;COLCHICINE;CHEMICAL;PA128;CYP2D6;GENE;
PA449092;COLCHICINE;CHEMICAL;PA267;ABCB1;GENE;
PA166115364;TRAMETINIB;CHEMICAL;PA25408;BRAF;GENE;
PA166115364;TRAMETINIB;CHEMICAL;PA28469;G6PD;GENE;
PA166115364;TRAMETINIB;CHEMICAL;PA29444;HRAS;GENE;
PA166115364;TRAMETINIB;CHEMICAL;PA30196;KRAS;GENE;
PA166115364;TRAMETINIB;CHEMICAL;PA31768;NRAS;GENE;
PA164712446;ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION;CHEMICAL;PA254;NOS3;GENE;PD
PA164713160;PERTUSSIS VACCINES;CHEMICAL;PA36552;TLR4;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA130;CYP3A4;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA155;ERCC1;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA182;GSTM1;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA25370;BLMH;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA267;ABCB1;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA27848;ERCC2;GENE;PD
PA448645;BLEOMYCIN;CHEMICAL;PA29028;GSTP1;GENE;PD
PA166182882;NUSINERSEN;CHEMICAL;PA35967;SMN2;GENE;
PA10352;PALONOSETRON;CHEMICAL;PA128;CYP2D6;GENE;
PA10352;PALONOSETRON;CHEMICAL;PA155;ERCC1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA116;ABCC2;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA123;CYP2B6;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA124;CYP2C19;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA125;CYP2C8;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA126;CYP2C9;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA129;CYP2E1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA130;CYP3A4;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA131;CYP3A5;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA134865839;SLCO1B1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA134911502;SLC22A16;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA134944221;PERP;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA134952132;GNL3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA142671060;DROSHA;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA155;ERCC1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA164726680;TP53AIP1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA165585763;LINC00251;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA18;NAT2;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA182;GSTM1;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA183;GSTT1;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA202;INSR;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA203;IRS1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA24572;ADH1C;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA24692;ALDH1A1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA24697;ALDH3A1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA252;NOS1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA25384;BMP7;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA254;NOS3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA25724;DOK5;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA26121;CBR1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA26122;CBR3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA26161;CCNK;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA267;ABCB1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA26847;CPT1A;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA27004;CTH;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA27013;CTNNB1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA27094;CYP1B1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA27103;CYP2A7P1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA27829;EPHX1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA28130;FGFR4;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA28237;FOXO1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA28586;GATA3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA29016;GSTA1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA29024;GSTM3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA29028;GSTP1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA29340;HMMR;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA29731;IGHMBP2;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA30374;LIG3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA31328;MUTYH;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA31744;NQO1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA31745;NQO2;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA33290;PIGB;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA33313;PIK3R2;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA33676;PPP2R5D;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA34180;RAD52;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA34299;RBX1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA354;TOP2A;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA356;TPMT;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA35602;CXCL12;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA36017;SOD2;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA36679;TP53;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA369;XRCC1;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA37302;VEGFA;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA376;ABCC3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA378;NR1I2;GENE;
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA38592;PNPLA3;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA390;ABCG2;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA397;ABCC4;GENE;PD
PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PA61;ATM;GENE;PD
PA166313327;ELACESTRANT;CHEMICAL;PA156;ESR1;GENE;
PA166313327;ELACESTRANT;CHEMICAL;PA27844;ERBB2;GENE;
PA166268761;BELZUTIFAN;CHEMICAL;PA124;CYP2C19;GENE;
PA166268761;BELZUTIFAN;CHEMICAL;PA37189;UGT2B17;GENE;
PA166268761;BELZUTIFAN;CHEMICAL;PA37307;VHL;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA130;CYP3A4;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA25408;BRAF;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA267;ABCB1;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA27093;CYP1A2;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA29444;HRAS;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA30196;KRAS;GENE;
PA165946873;VEMURAFENIB;CHEMICAL;PA31768;NRAS;GENE;
PA450466;METHYLPREDNISOLONE;CHEMICAL;PA261;SERPINE1;GENE;
PA450466;METHYLPREDNISOLONE;CHEMICAL;PA267;ABCB1;GENE;PD
PA451791;TRIMIPRAMINE;CHEMICAL;PA124;CYP2C19;GENE;
PA451791;TRIMIPRAMINE;CHEMICAL;PA126;CYP2C9;GENE;
PA451791;TRIMIPRAMINE;CHEMICAL;PA128;CYP2D6;GENE;
PA166328845;PIRTOBRUTINIB;CHEMICAL;PA25454;BTK;GENE;
PA166328845;PIRTOBRUTINIB;CHEMICAL;PA35106;IGH;GENE;
PA166328845;PIRTOBRUTINIB;CHEMICAL;PA36679;TP53;GENE;
PA166222281;EVINACUMAB;CHEMICAL;PA227;LDLR;GENE;
PA10049;CYPROTERONE;CHEMICAL;PA378;NR1I2;GENE;
PA451565;SULINDAC;CHEMICAL;PA166;FMO3;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA116;ABCC2;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA122;CYP3A7;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA124;CYP2C19;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA125;CYP2C8;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA130;CYP3A4;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA131;CYP3A5;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA134962723;ZSCAN25;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA134979206;SUMO4;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA142672073;CRTC2;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA201094;FOXP3;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA217;KCNJ11;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA223;KCNQ1;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA25921;C6;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA26058;CAPN10;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA26074;NOD2;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA267;ABCB1;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA27006;CTLA4;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA27112;CYP2J2;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA280;PPARA;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA29476;HSD11B1;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA29778;IL10;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA29802;IL18;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA29830;IL3;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA33532;POR;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA36394;TCF7L2;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA36552;TLR4;GENE;
PA451578;TACROLIMUS;CHEMICAL;PA37183;UGT1A8;GENE;PD
PA451578;TACROLIMUS;CHEMICAL;PA378;NR1I2;GENE;
PA166241801;MICRONOMICIN;CHEMICAL;PA31259;MT-ND1;GENE;PD
PA166241801;MICRONOMICIN;CHEMICAL;PA31274;MT-RNR1;GENE;PD
PA166226561;HYDROXYBUPROPION;CHEMICAL;PA123;CYP2B6;GENE;
PA166226561;HYDROXYBUPROPION;CHEMICAL;PA124;CYP2C19;GENE;
PA166129559;HDL CHOLESTEROL;CHEMICAL;PA27091;CYP19A1;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA117;COMT;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA124;CYP2C19;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA128;CYP2D6;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA130;CYP3A4;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA131;CYP3A5;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA134884097;RABEP1;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA145148084;SH2B1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA147;DRD1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA182;GSTM1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA183;GSTT1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA192;HTR1A;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA193;HTR2A;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA194;HTR2C;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA245;MTHFR;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA25897;C3;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA26681;CNR1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA267;ABCB1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA27093;CYP1A2;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA27478;DRD2;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA27479;DRD3;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA27512;DTNBP1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA27832;EPM2A;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA27955;FAAH;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA28162;FKBP5;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA28606;GCG;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA28725;GLP1R;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA28980;GRIN2B;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA29555;HTR3A;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA29966;ITIH3;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA30676;MC4R;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA311;SLC6A3;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA312;SLC6A4;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA31591;NFIB;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA31745;NQO2;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA31818;NTRK2;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA35056;HLA-B;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA35057;HLA-C;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA35064;HLA-DPB1;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA35068;HLA-DQB1;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA35072;HLA-DRB1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA35074;HLA-DRB3;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA35076;HLA-DRB5;GENE;
PA449061;CLOZAPINE;CHEMICAL;PA36342;TBC1D1;GENE;PD
PA449061;CLOZAPINE;CHEMICAL;PA420;UGT1A1;GENE;
PA451142;PROPOXYPHENE;CHEMICAL;PA131;CYP3A5;GENE;
PA166128130;DELEOBUVIR;CHEMICAL;PA134952671;IFNL3;GENE;PD
PA166128130;DELEOBUVIR;CHEMICAL;PA166049147;IFNL4;GENE;PD
PA449533;ETHOSUXIMIDE;CHEMICAL;PA130;CYP3A4;GENE;
PA449533;ETHOSUXIMIDE;CHEMICAL;PA301;SCN1A;GENE;PD
PA449273;DEXTROMETHORPHAN;CHEMICAL;PA128;CYP2D6;GENE;
PA449273;DEXTROMETHORPHAN;CHEMICAL;PA130;CYP3A4;GENE;
PA449273;DEXTROMETHORPHAN;CHEMICAL;PA143485467;PHETA2;GENE;
PA449273;DEXTROMETHORPHAN;CHEMICAL;PA145147710;WBP2NL;GENE;
PA449273;DEXTROMETHORPHAN;CHEMICAL;PA145149451;SMDT1;GENE;
PA449273;DEXTROMETHORPHAN;CHEMICAL;PA24355;SEPTIN3;GENE;
PA166184235;UMECLIDINIUM / VILANTEROL;CHEMICAL;PA128;CYP2D6;GENE;
PA164712406;ANTIBIOTICS;CHEMICAL;PA211;KCNE1;GENE;PD
PA164712406;ANTIBIOTICS;CHEMICAL;PA30340;LGALS3;GENE;PD
PA166128132;FALDAPREVIR;CHEMICAL;PA134952671;IFNL3;GENE;PD
PA166128132;FALDAPREVIR;CHEMICAL;PA166049147;IFNL4;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA107;CES1;GENE;
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA116;ABCC2;GENE;
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA125;CYP2C8;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA134865839;SLCO1B1;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA267;ABCB1;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA29778;IL10;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA29784;IL12A;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA29862;IMPDH1;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA29863;IMPDH2;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA35844;SLCO1B3;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA361;UGT2B7;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA37182;UGT1A7;GENE;
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA37183;UGT1A8;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA377;CES2;GENE;
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA419;UGT1A9;GENE;PD
PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PA435;TNF;GENE;PD
PA448710;CAFFEINE;CHEMICAL;PA121;CYP2A6;GENE;
PA448710;CAFFEINE;CHEMICAL;PA18;NAT2;GENE;
PA448710;CAFFEINE;CHEMICAL;PA24584;ADORA2A;GENE;PD
PA448710;CAFFEINE;CHEMICAL;PA27093;CYP1A2;GENE;PD
PA448710;CAFFEINE;CHEMICAL;PA34896;RYR1;GENE;
PA448710;CAFFEINE;CHEMICAL;PA85;CACNA1S;GENE;
PA166163427;LEDIPASVIR / SOFOSBUVIR;CHEMICAL;PA134952671;IFNL3;GENE;
PA166313326;LENIOLISIB;CHEMICAL;PA33310;PIK3CD;GENE;
PA166313326;LENIOLISIB;CHEMICAL;PA33312;PIK3R1;GENE;
PA166160044;COBIMETINIB;CHEMICAL;PA25408;BRAF;GENE;
PA450264;LOPINAVIR;CHEMICAL;PA116;ABCC2;GENE;PD
PA450264;LOPINAVIR;CHEMICAL;PA130;CYP3A4;GENE;
PA450264;LOPINAVIR;CHEMICAL;PA131;CYP3A5;GENE;
PA450264;LOPINAVIR;CHEMICAL;PA134865839;SLCO1B1;GENE;
PA450264;LOPINAVIR;CHEMICAL;PA134962723;ZSCAN25;GENE;
PA450264;LOPINAVIR;CHEMICAL;PA244;ABCC1;GENE;PD
PA451996;AZACITIDINE;CHEMICAL;PA26115;CBL;GENE;
PA451996;AZACITIDINE;CHEMICAL;PA30196;KRAS;GENE;
PA451996;AZACITIDINE;CHEMICAL;PA31768;NRAS;GENE;
PA451996;AZACITIDINE;CHEMICAL;PA33986;PTPN11;GENE;
PA451996;AZACITIDINE;CHEMICAL;PA359;TYMS;GENE;
PA451996;AZACITIDINE;CHEMICAL;PA98;CDA;GENE;
PA165109660;GENISTEIN;CHEMICAL;PA109;CFTR;GENE;
PA448419;AMPICILLIN;CHEMICAL;PA378;NR1I2;GENE;
PA166400062;ARIMOCLOMOL;CHEMICAL;PA31698;NPC1;GENE;
PA166400062;ARIMOCLOMOL;CHEMICAL;PA31700;NPC2;GENE;
PA164783958;ALEMTUZUMAB;CHEMICAL;PA35602;CXCL12;GENE;PD
PA166189802;VOXELOTOR;CHEMICAL;PA29202;HBB;GENE;
PA450985;PIROXICAM;CHEMICAL;PA126;CYP2C9;GENE;
PA164781320;FLUNITRAZEPAM;CHEMICAL;PA124;CYP2C19;GENE;
PA164781320;FLUNITRAZEPAM;CHEMICAL;PA130;CYP3A4;GENE;
PA164781320;FLUNITRAZEPAM;CHEMICAL;PA28500;GABRG1;GENE;
PA165980594;PONATINIB;CHEMICAL;PA24413;ABL1;GENE;
PA165980594;PONATINIB;CHEMICAL;PA25321;BCR;GENE;
PA451640;TETRACYCLINE;CHEMICAL;PA267;ABCB1;GENE;
PA451640;TETRACYCLINE;CHEMICAL;PA378;NR1I2;GENE;
PA164746899;PHENAZOPYRIDINE;CHEMICAL;PA28469;G6PD;GENE;PD
PA451899;VITAMIN D AND ANALOGUES;CHEMICAL;PA297;REN;GENE;
PA451899;VITAMIN D AND ANALOGUES;CHEMICAL;PA37178;UGT1A3;GENE;
