Disease_ID;Disease;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA445062;NEOPLASMS;DISEASE;PA369;XRCC1;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA37179;UGT1A4;GENE;
PA445062;NEOPLASMS;DISEASE;PA37181;UGT1A6;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA37183;UGT1A8;GENE;
PA445062;NEOPLASMS;DISEASE;PA37413;XPC;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA376;ABCC3;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA378;NR1I2;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA386;SLC28A2;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA387;SLC28A1;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA390;ABCG2;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA397;ABCC4;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA419;UGT1A9;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA420;UGT1A1;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA426;SLC28A3;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA7360;EGFR;GENE;PD
PA445062;NEOPLASMS;DISEASE;PA98;CDA;GENE;PD
PA166114455;ACUTE CELLULAR REJECTION;DISEASE;PA130;CYP3A4;GENE;
PA447196;ANXIETY DISORDERS;DISEASE;PA117;COMT;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA124;CYP2C19;GENE;
PA447196;ANXIETY DISORDERS;DISEASE;PA130;CYP3A4;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA131;CYP3A5;GENE;
PA447196;ANXIETY DISORDERS;DISEASE;PA193;HTR2A;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA24584;ADORA2A;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA26874;CRHR1;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA27479;DRD3;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA29549;HTR1B;GENE;PD
PA447196;ANXIETY DISORDERS;DISEASE;PA312;SLC6A4;GENE;PD
PA445965;TUBEROUS SCLEROSIS;DISEASE;PA37034;TSC1;GENE;
PA445965;TUBEROUS SCLEROSIS;DISEASE;PA37035;TSC2;GENE;
PA447048;MYOPATHY, CENTRAL CORE;DISEASE;PA34896;RYR1;GENE;
PA445465;PULMONARY EMBOLISM;DISEASE;PA126;CYP2C9;GENE;
PA445975;UNCONSCIOUSNESS;DISEASE;PA420;UGT1A1;GENE;
PA162263534;OTOTOXICITY;DISEASE;PA117;COMT;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA182;GSTM1;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA183;GSTT1;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA24500;ACYP2;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA29028;GSTP1;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA31259;MT-ND1;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA31274;MT-RNR1;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA331;SLC22A2;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA356;TPMT;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA35817;SLC16A5;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA37413;XPC;GENE;PD
PA162263534;OTOTOXICITY;DISEASE;PA376;ABCC3;GENE;PD
PA166123298;OVER-ANTICOAGULATION;DISEASE;PA126;CYP2C9;GENE;PD
PA166123298;OVER-ANTICOAGULATION;DISEASE;PA133787052;VKORC1;GENE;PD
PA166123298;OVER-ANTICOAGULATION;DISEASE;PA27121;CYP4F2;GENE;
PA443364;ANGINA, UNSTABLE;DISEASE;PA38;ADRB1;GENE;
PA443888;DIABETES MELLITUS, TYPE 1;DISEASE;PA139;ACE;GENE;PD
PA443888;DIABETES MELLITUS, TYPE 1;DISEASE;PA37301;VDR;GENE;
PA443742;CLUSTER HEADACHE;DISEASE;PA176;GNB3;GENE;PD
PA165857066;ANEMIA, HEMOLYTIC, CONGENITAL NONSPHEROCYTIC;DISEASE;PA28469;G6PD;GENE;
PA165109162;BRONCHOPULMONARY DYSPLASIA OF NEWBORN;DISEASE;PA24584;ADORA2A;GENE;
PA444997;MUSCULAR DISEASES;DISEASE;PA131;CYP3A5;GENE;
PA444997;MUSCULAR DISEASES;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA444997;MUSCULAR DISEASES;DISEASE;PA142672084;COQ2;GENE;PD
PA444997;MUSCULAR DISEASES;DISEASE;PA261;SERPINE1;GENE;
PA444997;MUSCULAR DISEASES;DISEASE;PA34896;RYR1;GENE;PD
PA444997;MUSCULAR DISEASES;DISEASE;PA35072;HLA-DRB1;GENE;
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA139;ACE;GENE;
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA142670495;ZNF697;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA142671748;GAPVD1;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA26170;CCR5;GENE;
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA26227;CD58;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA28140;FHIT;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA29920;IRF6;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA34630;RORA;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA35056;HLA-B;GENE;PD
PA444987;MULTIPLE SCLEROSIS;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA443737;CLEFT PALATE;DISEASE;PA245;MTHFR;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA116;ABCC2;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA134992665;CYP2W1;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA145;DPYD;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA155;ERCC1;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA189;HMGCR;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA245;MTHFR;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA25411;BRCA1;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA28894;LGR5;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA35640;SELE;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA369;XRCC1;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA37181;UGT1A6;GENE;PD
PA443756;COLONIC NEOPLASMS;DISEASE;PA378;NR1I2;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA38104;WNT5B;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA420;UGT1A1;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA46;ALOX5;GENE;
PA443756;COLONIC NEOPLASMS;DISEASE;PA75;CCND1;GENE;PD
PA166129530;TIME TO ACHIEVE STABLE DOSE;DISEASE;PA126;CYP2C9;GENE;
PA166152848;HYPERTENSIVE NEPHROSCLEROSIS;DISEASE;PA28941;GRK4;GENE;PD
PA445532;RETINAL DISEASES;DISEASE;PA134876212;HCG22;GENE;PD
PA443670;CEREBRAL INFARCTION;DISEASE;PA131;CYP3A5;GENE;
PA443670;CEREBRAL INFARCTION;DISEASE;PA292;PTGIS;GENE;
PA166048754;G6PD DEFICIENCY;DISEASE;PA28469;G6PD;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA117;COMT;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA120;CRP;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA124;CYP2C19;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA128;CYP2D6;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA128394692;ANKS1B;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA129;CYP2E1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA130;CYP3A4;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA130413151;CCL2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA131;CYP3A5;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA134872551;ANKK1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA134881141;TAAR6;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA134888452;SV2C;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA134890284;INSIG2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA134947616;EIF2AK4;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA134953249;BDNF-AS;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA134982275;HRH4;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA142671159;PPA2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA147;DRD1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA156;ESR1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA162379942;MSANTD1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA162404650;SPOPL;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA162410599;ZNF804A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA164722879;MIR582;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA164741646;HTT;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA176;GNB3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA192;HTR1A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA193;HTR2A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA194;HTR2C;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA228;LEP;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA245;MTHFR;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA24561;ADCY2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA24598;ADRB3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA24684;AKT1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA26448;CHAT;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA26551;CLCN6;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA26681;CNR1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA267;ABCB1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA27093;CYP1A2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA27094;CYP1B1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA27478;DRD2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA27479;DRD3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA27512;DTNBP1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA27832;EPM2A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA281;PPARG;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA28162;FKBP5;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA28502;GABRG3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA28606;GCG;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA28682;GIPR;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA28725;GLP1R;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA28980;GRIN2B;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA28992;GRM3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA29458;HRH3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA29537;HSPG2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA29555;HTR3A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA29807;IL1A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA29808;IL1B;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA29966;ITIH3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA30676;MC4R;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA30796;ATP1A2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA311;SLC6A3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA312;SLC6A4;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA31591;NFIB;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA31776;NRG1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA31786;NRXN1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA31818;NTRK2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA31891;BDNF;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA33130;PDE4D;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA33435;PMCH;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA335;SREBF1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA34323;RELN;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA34372;RGS2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA34375;RGS4;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA35055;HLA-A;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35056;HLA-B;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35057;HLA-C;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35064;HLA-DPB1;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35068;HLA-DQB1;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35072;HLA-DRB1;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35074;HLA-DRB3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA35076;HLA-DRB5;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA35911;SLC6A5;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA36342;TBC1D1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA36532;TJP1;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA36601;TNFRSF11A;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37174;UGT1A10;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37178;UGT1A3;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37179;UGT1A4;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37180;UGT1A5;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37181;UGT1A6;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37182;UGT1A7;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA37183;UGT1A8;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA39;ADRB2;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA419;UGT1A9;GENE;PD
PA447216;SCHIZOPHRENIA;DISEASE;PA420;UGT1A1;GENE;
PA447216;SCHIZOPHRENIA;DISEASE;PA427;CYP3A43;GENE;
PA445862;THYROTOXICOSIS;DISEASE;PA126;CYP2C9;GENE;
PA444620;INFLAMMATION;DISEASE;PA124;CYP2C19;GENE;
PA444620;INFLAMMATION;DISEASE;PA126;CYP2C9;GENE;
PA444620;INFLAMMATION;DISEASE;PA134963132;NUDT15;GENE;
PA444620;INFLAMMATION;DISEASE;PA356;TPMT;GENE;
PA444620;INFLAMMATION;DISEASE;PA435;TNF;GENE;PD
PA443553;BRAIN DISEASES;DISEASE;PA31272;MTR;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA113;CHRNA3;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA134872551;ANKK1;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA136;DBH;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA245;MTHFR;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA25294;BCHE;GENE;
PA446878;COCAINE DEPENDENCE;DISEASE;PA26491;CHRNA5;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA26681;CNR1;GENE;
PA446878;COCAINE DEPENDENCE;DISEASE;PA27478;DRD2;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA28490;GABRA2;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA311;SLC6A3;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA312;SLC6A4;GENE;
PA446878;COCAINE DEPENDENCE;DISEASE;PA31942;OPRD1;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA31943;OPRK1;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA31945;OPRM1;GENE;PD
PA446878;COCAINE DEPENDENCE;DISEASE;PA36290;SYT1;GENE;PD
PA446023;VASCULITIS;DISEASE;PA126;CYP2C9;GENE;
PA444985;MULTIPLE MYELOMA;DISEASE;PA125;CYP2C8;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA155;ERCC1;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA183;GSTT1;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA267;ABCB1;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA27013;CTNNB1;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA28115;FGF2;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA35923;SLC7A5;GENE;PD
PA444985;MULTIPLE MYELOMA;DISEASE;PA37425;XRCC5;GENE;PD
PA443324;AMENORRHEA;DISEASE;PA142671157;PPCDC;GENE;PD
PA162355520;NEPHROLITHIASIS;DISEASE;PA378;NR1I2;GENE;
PA162355520;NEPHROLITHIASIS;DISEASE;PA420;UGT1A1;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA124;CYP2C19;GENE;
PA444445;HEPATITIS C;DISEASE;PA134920089;GALNT14;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA134952671;IFNL3;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA166049147;IFNL4;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA25302;BCL2;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA27097;CYP24A1;GENE;
PA444445;HEPATITIS C;DISEASE;PA29973;ITPA;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA31879;OASL;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA35055;HLA-A;GENE;
PA444445;HEPATITIS C;DISEASE;PA35056;HLA-B;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA35057;HLA-C;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA37301;VDR;GENE;PD
PA444445;HEPATITIS C;DISEASE;PA386;SLC28A2;GENE;PD
PA443464;AUTOIMMUNE DISEASES;DISEASE;PA131;CYP3A5;GENE;
PA443464;AUTOIMMUNE DISEASES;DISEASE;PA134963132;NUDT15;GENE;
PA166159284;TREATMENT INTERRUPTIONS;DISEASE;PA420;UGT1A1;GENE;
PA443736;CLEFT LIP;DISEASE;PA245;MTHFR;GENE;
PA443624;RENAL CELL CARCINOMA;DISEASE;PA131;CYP3A5;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA199;IL13;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA267;ABCB1;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA28183;FLT4;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA29841;CXCL8;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA30086;KDR;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA337;STAT3;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA35056;HLA-B;GENE;
PA443624;RENAL CELL CARCINOMA;DISEASE;PA37302;VEGFA;GENE;PD
PA443624;RENAL CELL CARCINOMA;DISEASE;PA420;UGT1A1;GENE;PD
PA166128807;BILIARY TRACT NEOPLASMS;DISEASE;PA121;CYP2A6;GENE;
PA166128807;BILIARY TRACT NEOPLASMS;DISEASE;PA420;UGT1A1;GENE;
PA445004;MYASTHENIA GRAVIS;DISEASE;PA131;CYP3A5;GENE;
PA445004;MYASTHENIA GRAVIS;DISEASE;PA267;ABCB1;GENE;PD
PA445999;URTICARIA;DISEASE;PA235;LTC4S;GENE;PD
PA445999;URTICARIA;DISEASE;PA28056;FCER1A;GENE;PD
PA445999;URTICARIA;DISEASE;PA29456;HRH1;GENE;PD
PA445999;URTICARIA;DISEASE;PA35064;HLA-DPB1;GENE;
PA445999;URTICARIA;DISEASE;PA35068;HLA-DQB1;GENE;
PA445999;URTICARIA;DISEASE;PA35072;HLA-DRB1;GENE;
PA445437;PRURITUS;DISEASE;PA117;COMT;GENE;PD
PA445437;PRURITUS;DISEASE;PA134991624;NECTIN4;GENE;PD
PA445437;PRURITUS;DISEASE;PA27955;FAAH;GENE;PD
PA445437;PRURITUS;DISEASE;PA31945;OPRM1;GENE;PD
PA445676;SKIN DISEASES;DISEASE;PA35056;HLA-B;GENE;
PA445476;PURINE-PYRIMIDINE METABOLISM, INBORN ERRORS;DISEASE;PA145;DPYD;GENE;
PA443613;BASAL CELL CARCINOMA;DISEASE;PA38008;TLR7;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA124;CYP2C19;GENE;
PA443886;DIABETES MELLITUS;DISEASE;PA125;CYP2C8;GENE;
PA443886;DIABETES MELLITUS;DISEASE;PA126;CYP2C9;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA131;CYP3A5;GENE;
PA443886;DIABETES MELLITUS;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA134871999;CDKAL1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA134912826;PLEKHH2;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA134933118;ADIPOQ;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA139;ACE;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA162403847;SLC47A2;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA176;GNB3;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA213;KCNJ1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA217;KCNJ11;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA24395;ABCC8;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA24770;AMHR2;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA26058;CAPN10;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA26947;CSMD1;GENE;
PA443886;DIABETES MELLITUS;DISEASE;PA27614;EDN1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA280;PPARA;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA28189;FMO5;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA297;REN;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA31564;NEUROD1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA31699;NPC1L1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA329;SLC22A1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA32958;PAX4;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA35876;SLC2A2;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA36042;SP1;GENE;PD
PA443886;DIABETES MELLITUS;DISEASE;PA38;ADRB1;GENE;PD
PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PA139;ACE;GENE;
PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PA37;ADRA2C;GENE;PD
PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PA38;ADRB1;GENE;PD
PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PA39;ADRB2;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA123;CYP2B6;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA126;CYP2C9;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA142672032;CYCSP5;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA182;GSTM1;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA33545;POU5F1;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA33919;PSORS1C1;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA33921;PSORS1C3;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA35055;HLA-A;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA35056;HLA-B;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA35057;HLA-C;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA35068;HLA-DQB1;GENE;PD
PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA114;CHRNA7;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA128;CYP2D6;GENE;
PA443319;ALZHEIMER DISEASE;DISEASE;PA139;ACE;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA193;HTR2A;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA20;ACHE;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA245;MTHFR;GENE;
PA443319;ALZHEIMER DISEASE;DISEASE;PA25294;BCHE;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA26448;CHAT;GENE;PD
PA443319;ALZHEIMER DISEASE;DISEASE;PA35158;IGHV1-67;GENE;
PA443319;ALZHEIMER DISEASE;DISEASE;PA38;ADRB1;GENE;
PA443319;ALZHEIMER DISEASE;DISEASE;PA38278;TP53INP1;GENE;
PA443319;ALZHEIMER DISEASE;DISEASE;PA55;APOE;GENE;PD
PA444367;HEART DEFECTS, CONGENITAL;DISEASE;PA312;SLC6A4;GENE;
PA444367;HEART DEFECTS, CONGENITAL;DISEASE;PA327;SLC19A1;GENE;
PA445601;OSTEOSARCOMA;DISEASE;PA116;ABCC2;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA134871907;TMEM43;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA142671588;KLC3;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA142672156;POLR1G;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA143;DHFR;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA155;ERCC1;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA162401120;REV1;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA183;GSTT1;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA245;MTHFR;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA26551;CLCN6;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA267;ABCB1;GENE;PD
PA445601;OSTEOSARCOMA;DISEASE;PA27075;CYBA;GENE;PD
